year,country,"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Grants and other revenue (% of revenue),Taxes on goods and services (% of revenue),Taxes on international trade (% of revenue),Other taxes (% of revenue),Tax revenue (% of GDP),"Taxes on income, profits and capital gains (% of revenue)",Compensation of employees (% of expense),Goods and services expense (% of expense),Interest payments (% of revenue),Interest payments (% of expense),Other expense (% of expense),Subsidies and other transfers (% of expense),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),CPIA quality of budgetary and financial management rating (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA fiscal policy rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA building human resources rating (1=low to 6=high),IDA resource allocation index (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA quality of public administration rating (1=low to 6=high),CPIA equity of public resource use rating (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),CPIA public sector management and institutions cluster average (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CPIA trade rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","Armed forces personnel, total",Armed forces personnel (% of total labor force),Military expenditure (current USD),Military expenditure (% of GDP),Military expenditure (% of general government expenditure),"Internally displaced persons, new displacement associated with disasters (number of cases)","Intentional homicides, female (per 100,000 female)","Intentional homicides, male (per 100,000 male)","Intentional homicides (per 100,000 people)"
1970,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162662459.131057,2.25954658431875,,,,,
1970,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
1970,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5805254072.21292,3.0126306441914,,,,,
1970,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395600000.0,2.42911996594156,,,,,
1970,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35900000.0,2.41669471558398,,,,,
1970,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98844251.4370901,2.13053918358437,,,,,
1970,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9272461193.46299,3.88230811952602,,,,,
1970,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41857256862695,,,,,
1970,ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25648854961832,,,,,
1970,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.20564343902976,,,,,
1970,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30700000.0,1.83368971819713,,,,,
1970,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092499016.75088,15.9878828677213,,,,,
1970,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16863786696.7552,2.83755935059733,,,,,
1970,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859146961.788224,2.28661622551749,,,,,
1970,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34540000.0,1.88310980263875,,,,,
1970,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28667884573.9597,2.86582727618401,,,,,
1970,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314736533.6778,4.27407442529333,,,,,
1970,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152891345.217332,1.37585401679306,,,,,
1970,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413396.812710574,0.187695516162669,,,,,
1970,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941059320.49551,3.45855771733226,,,,,
1970,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4638155.15750553,1.43240191454706,,,,,
1970,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792098923.78198,5.19741323809566,,,,,
1970,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46918664.5094867,2.11819389110226,,,,,
1970,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15069880.4942273,,,,,,
1970,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473596990.496484,4.19730219448359,,,,,
1970,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32300000.0,1.69642857142857,,,,,
1970,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900000.0,1.36929460580913,,,,,
1970,HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503516298.408611,1.71751310577122,,,,,
1970,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223333333.333333,4.03007518796992,,,,,
1970,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13739134510434,,,,,
1970,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21485692317958,,,,,
1970,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234500072.70734,3.64310029318596,,,,,
1970,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394418063.06421,4.97380625623299,,,,,
1970,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832966666.66667,3.18518303985171,,,,,
1970,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50986848.3228682,1.15860929602813,,,,,
1970,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620132013.20132,5.85690329096248,,,,,
1970,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401050839.579664,11.1682261208577,,,,,
1970,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259646456.13273,23.4470563207999,,,,,
1970,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216771793.07653,2.05821005427826,,,,,
1970,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109759956.096018,18.5080264400378,,,,,
1970,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575347222.22222,0.773230313218779,,,,,
1970,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17023993.1904027,1.05748325941386,,,,,
1970,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386403740.388207,4.40334654337296,,,,,
1970,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68739972.504011,2.39278752436647,,,,,
1970,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189884822.08495,1.93321561139905,,,,,
1970,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38045833.3333333,,,,,,
1970,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64546127.5382535,4.33621043978627,,,,,
1970,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550000.0,1.09873104302074,,,,,
1970,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242479903.008039,6.07293127629734,,,,,
1970,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857196045.15583,2.10121119272853,,,,,
1970,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21042038.7173512,0.916642271662763,,,,,
1970,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21879251775466,,,,,
1970,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7507663.57191724,0.681993152418119,,,,,
1970,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88924195.0878275,2.31600617601647,,,,,
1970,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12134982.778767,1.35124298315958,,,,,
1970,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740392697.26287,9.8204752076595,,,,,
1970,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176800000.0,0.497411658789106,,,,,
1970,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24060631343532,,,,,
1970,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6150439.75644259,2.22804718217562,,,,,
1970,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122781872.781873,5.60194500335345,,,,,
1970,MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940450713.07057,7.888791703923,,,,,
1970,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000.414000414,0.219465648854962,,,,,
1970,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055000.82200033,0.641145638337701,,,,,
1970,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199593626.070652,5.16527178966946,,,,,
1970,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85297150922.795,7.58902698083015,,,,,
1970,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662339735.064106,5.27925012553702,,,,,
1970,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8346921.34482491,1.58426055559649,,,,,
1970,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079942532.93399,2.86623555435659,,,,,
1970,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388359844.656062,3.47283949071698,,,,,
1970,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185185.18518519,0.593019315486276,,,,,
1970,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171920027.507204,2.63203017832647,,,,,
1970,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126002966921.534,5.14704921485615,,,,,
1970,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635250635.250635,6.15838762214984,,,,,
1970,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218087855.297158,3.50643955130868,,,,,
1970,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155055171.187345,2.15675650207312,,,,,
1970,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8525000000.0,,,,,,
1970,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467438144.45632,3.81571055788358,,,,,
1970,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329349340.290783,4.13788067758456,,,,,
1970,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19316666.6666667,3.31587229143819,,,,,
1970,PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114978263816.988,5.1943762396299,,,,,
1970,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542000000.0,,,,,,
1970,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497384111.3211,3.48089430884841,,,,,
1970,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471555555.555556,9.40352743064788,,,,,
1970,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108271108.5583,4.95400788436268,,,,,
1970,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103635151.998223,5.39908100748809,,,,,
1970,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3986401.59456064,0.934984520123839,,,,,
1970,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135516.01423487,0.629834058383193,,,,,
1970,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200000.0,0.496014171833481,,,,,
1970,SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613808372.29646,2.67367606825431,,,,,
1970,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613808372.29646,2.67367606825431,,,,,
1970,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118164543.87121,3.35866826147039,,,,,
1970,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199738219.895288,11.2205882352941,,,,,
1970,TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25648854961832,,,,,
1970,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650466.89073563,1.36839535640664,,,,,
1970,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217223557.692308,3.06529850746269,,,,,
1970,TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857196045.15583,2.10121119272853,,,,,
1970,TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940450713.07057,7.888791703923,,,,,
1970,TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497384111.3211,3.48089430884841,,,,,
1970,TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613808372.29646,2.67367606825431,,,,,
1970,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200000.0,0.754395570967938,,,,,
1970,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22476190.4761905,1.56167284277395,,,,,
1970,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564858542.613762,3.25648854961832,,,,,
1970,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29539988.1840047,2.29997819925877,,,,,
1970,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26627467.450651,1.97302904564315,,,,,
1970,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83407993004.8882,8.03274358404085,,,,,
1970,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272727272.727273,2.29401644045116,,,,,
1970,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417899832.840067,2.33374509405345,,,,,
1970,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45950000.0,2.43870077486466,,,,,
1971,AFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930569413.181881,2.17421442320068,,,,,
1971,AFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798401254.138415,3.10481139581203,,,,,
1971,ARB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346818698.86206,7.75442296503066,,,,,
1971,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519719484.172883,1.80769230769231,,,,,
1971,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331754789.44566,2.76315170889944,,,,,
1971,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209277606.745348,1.24610695391068,,,,,
1971,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628571.42857143,1.03240865427776,,,,,
1971,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828721558.437287,2.89892591889451,,,,,
1971,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285361.4956638,1.60104203413747,,,,,
1971,BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4343468.09221517,1.17716535433071,,,,,
1971,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11583922.3582339,,,,,,
1971,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15863843.4558849,1.39158576575288,,,,,
1971,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075071452.91974,2.61904685858105,,,,,
1971,BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9868097.73741424,4.99585337535246,,,,,
1971,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077659711.42515,2.13148563939489,,,,,
1971,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74168514412417,,,,,
1971,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511387689.442046,2.05252682169037,,,,,
1971,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651589862.883541,6.26481544192347,,,,,
1971,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23968971.0774416,1.50034098658786,,,,,
1971,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21501256.5551504,1.84267040149393,,,,,
1971,COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101796407.185629,4.85714285714286e-05,,,,,
1971,COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13749473.4089688,4.60024301336574,,,,,
1971,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263898574.646672,3.37417409711976,,,,,
1971,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
1971,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6829977561.04103,3.06021356191657,,,,,
1971,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430225386.933537,2.36222218936224,,,,,
1971,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36600000.0,2.1962196219622,,,,,
1971,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99946261.0734758,2.08758503401361,,,,,
1971,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10148565007.287,3.84060996103243,,,,,
1971,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43480574028177,,,,,
1971,ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49979381443299,,,,,
1971,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18829928829147,,,,,
1971,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29700000.0,1.85402516979624,,,,,
1971,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266148860.46603,17.1870121760849,,,,,
1971,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19114744434.0375,2.84128608530102,,,,,
1971,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900614349.185059,2.1079717457114,,,,,
1971,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36134238.0929464,1.90607150412524,,,,,
1971,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32079841463.3578,2.86678872369166,,,,,
1971,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390194783.59893,3.86619131372616,,,,,
1971,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177615098.135894,1.44904687492755,,,,,
1971,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535616.768530885,0.217083529966966,,,,,
1971,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291990761.21619,3.31609304824223,,,,,
1971,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5498336.69867372,1.44053282588011,,,,,
1971,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7518385128.20382,5.07633062254603,,,,,
1971,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41139332.2955844,1.70131947221112,,,,,
1971,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26327764.4152636,,,,,,
1971,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515997642.010379,4.11919917305914,,,,,
1971,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22200000.0,1.11850060459492,,,,,
1971,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,1.47001934235977,,,,,
1971,HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561652137.973882,1.80090075790697,,,,,
1971,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225670995.092074,3.74168514412417,,,,,
1971,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22724564064242,,,,,
1971,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25744938373085,,,,,
1971,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378855164.93143,3.43775800005562,,,,,
1971,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486384619.21126,4.80841841596558,,,,,
1971,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255256982.83756,3.65245352356247,,,,,
1971,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63486922.1731789,1.24394513227465,,,,,
1971,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402310231.023102,3.04701247800352,,,,,
1971,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426263340.165383,10.516111033617,,,,,
1971,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270657787.28045,22.7998034775922,,,,,
1971,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648079366.02068,2.2389709472173,,,,,
1971,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108639956.544017,17.1529619805482,,,,,
1971,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896540415.99416,0.824119314063094,,,,,
1971,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22077991.1688035,1.22771506422733,,,,,
1971,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460899849.343362,4.73498860643367,,,,,
1971,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73434840.970744,1.89218523878437,,,,,
1971,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450650739.10026,1.89721947447521,,,,,
1971,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39061458.3333333,,,,,,
1971,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66920095.5470253,4.00074087794036,,,,,
1971,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050000.0,1.18594436310395,,,,,
1971,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243035871.645628,5.32267977873387,,,,,
1971,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463134106.21513,2.22691295450944,,,,,
1971,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32258064.516129,1.3626334519573,,,,,
1971,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19504161532973,,,,,
1971,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8173511.12116127,0.712646825176389,,,,,
1971,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111288010.202061,2.62862488306829,,,,,
1971,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12755677.3589433,1.31657355679702,,,,,
1971,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4898392460.991,8.54851976701317,,,,,
1971,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191200000.0,0.487655580493777,,,,,
1971,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2299805799405,,,,,
1971,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323435.83886305,1.91616766467066,,,,,
1971,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127758749.506804,5.65122539918307,,,,,
1971,MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926376519.37363,6.90182602051518,,,,,
1971,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473954.383713469,0.223944875107666,,,,,
1971,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343860.94977217,0.581516870707674,,,,,
1971,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228027756.482082,5.37244307217291,,,,,
1971,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80315639604.5052,6.56404127734405,,,,,
1971,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639259541.899065,4.39211982188639,,,,,
1971,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8443978.56976473,1.50573737863237,,,,,
1971,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249389090.08885,2.83882953486528,,,,,
1971,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428293444.786002,3.39150440491555,,,,,
1971,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891358.02469136,0.617910602372197,,,,,
1971,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180841169.784024,2.31670061099796,,,,,
1971,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126053469605.817,4.60932186839903,,,,,
1971,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29065079.3001273,9.65227817745803,,,,,
1971,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739410739.410739,6.73553323768532,,,,,
1971,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247286821.705426,3.61951588502269,,,,,
1971,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161310133.696948,2.06999062269308,,,,,
