year,country,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty gap at $6.85 a day (2017 PPP) (%)
1996,EAS,44.8,14.4,74.1,33.8,92.3,58.0
1996,ECS,8.1,2.7,20.7,7.5,46.6,20.0
1996,ESP,1.5,0.9,1.7,1.2,5.7,2.4
1996,FCS,49.8,23.4,68.1,38.5,86.2,57.2
1996,FRA,0.2,0.0,0.2,0.1,0.7,0.3
1996,GBR,0.2,0.1,0.2,0.2,0.7,0.3
1996,GEO,6.8,1.4,19.9,6.2,52.0,20.2
1996,HND,28.6,12.3,48.9,23.5,72.9,41.7
1996,IDA,49.1,20.3,76.2,38.5,92.7,61.0
1996,IDN,49.3,13.8,81.3,36.3,95.7,61.7
1996,IRL,0.2,0.1,0.2,0.1,1.5,0.4
1996,JAM,2.6,0.6,11.4,2.9,42.8,14.5
1996,KAZ,7.9,2.2,29.3,8.7,65.6,28.0
1996,LCN,15.3,6.4,29.7,13.1,53.9,26.9
1996,LMY,39.2,13.0,66.9,30.3,86.3,52.9
1996,LUX,0.0,0.0,0.0,0.0,0.2,0.0
1996,MEA,4.0,0.6,23.8,5.9,61.7,24.0
1996,MEX,14.0,4.6,32.1,12.2,60.4,28.8
1996,MOZ,82.7,49.8,91.8,65.6,97.2,79.4
1996,NGA,58.4,27.8,79.1,45.2,92.7,64.9
1996,PAK,22.3,3.9,70.0,22.4,94.7,52.3
1996,PNG,52.6,22.4,75.4,40.0,90.5,61.0
1996,SAS,42.2,10.9,79.1,32.7,95.6,59.5
1996,SLV,15.3,6.2,30.8,13.1,59.7,28.6
1996,SSF,57.4,26.3,77.3,43.7,91.2,63.4
1996,SYR,2.4,0.4,19.0,4.1,61.7,21.8
1996,THA,3.1,0.5,19.8,4.6,56.1,20.9
1996,UGA,63.9,25.3,86.5,46.8,96.2,68.4
1996,UKR,7.2,1.9,28.0,8.3,69.4,28.3
1996,URY,0.6,0.2,2.7,0.7,11.6,3.5
1996,USA,0.7,0.4,0.7,0.6,1.5,0.8
1996,ZMB,46.8,18.9,69.8,35.6,88.8,56.9
1997,ARG,3.8,2.0,7.8,3.5,21.3,8.5
1997,AUT,0.2,0.0,0.2,0.1,0.7,0.3
1997,BEL,0.5,0.3,0.5,0.4,1.0,0.5
1997,BLZ,20.9,9.4,43.1,19.0,70.1,37.1
1997,BOL,15.5,8.0,26.1,13.1,46.1,23.9
1997,BRA,16.0,6.5,30.2,13.4,53.0,26.9
1997,CAN,0.2,0.2,0.5,0.3,1.0,0.5
1997,CRI,6.7,3.1,15.1,6.1,38.1,15.6
1997,DEU,0.0,0.0,0.2,0.1,0.2,0.1
1997,DOM,6.9,2.5,16.2,6.1,39.4,16.4
1997,EAS,44.4,14.5,72.9,33.5,91.7,57.4
1997,ECS,7.5,2.7,18.6,6.9,44.2,18.5
1997,ESP,1.0,0.6,1.5,0.8,4.5,1.9
1997,FCS,49.1,23.0,67.7,38.0,85.6,56.7
1997,FRA,0.2,0.0,0.2,0.1,0.5,0.2
1997,GBR,0.2,0.1,0.2,0.2,0.7,0.3
1997,GEO,18.8,6.6,40.7,16.2,73.9,36.3
1997,HND,19.6,7.0,38.1,16.0,65.6,33.2
1997,IDA,48.5,19.8,75.7,38.0,92.4,60.5
1997,ISR,0.2,0.2,1.0,0.4,6.0,1.5
1997,JOR,0.0,0.0,3.6,0.2,31.6,8.2
1997,KEN,25.4,7.2,53.5,20.8,82.1,43.9
1997,LAO,43.2,11.9,78.7,33.5,94.6,59.4
1997,LCN,15.1,6.3,29.1,12.8,52.9,26.4
1997,LMY,38.9,13.0,66.3,30.1,85.9,52.6
1997,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1997,MDA,13.0,3.9,39.1,12.9,75.6,34.9
1997,MDG,69.4,30.7,89.0,51.5,98.0,71.8
1997,MEA,3.6,0.6,22.5,5.5,60.2,23.1
1997,MWI,58.5,21.4,82.5,42.5,93.8,64.6
1997,MYS,0.0,0.0,8.3,1.5,27.6,9.3
1997,PAN,14.2,8.2,21.8,12.2,39.1,20.6
1997,PER,19.8,8.2,35.9,16.4,61.3,31.8
1997,PRY,10.6,4.5,20.4,8.9,38.0,18.8
1997,SSF,57.0,25.9,77.2,43.4,91.1,63.2
1997,URY,0.6,0.2,2.5,0.6,11.9,3.4
1997,USA,0.7,0.5,0.7,0.6,1.5,0.9
1997,VNM,24.4,5.5,63.4,22.2,89.0,48.9
1998,ARG,4.0,1.9,8.3,3.7,23.3,9.4
1998,AUT,0.2,0.0,0.5,0.1,1.0,0.4
1998,BDI,79.4,39.8,94.2,59.9,97.9,77.1
1998,BFA,79.9,41.0,90.8,59.8,96.5,75.9
1998,BLR,21.8,5.6,56.7,19.8,90.1,46.8
1998,BLZ,20.7,8.0,42.8,18.1,68.6,36.2
1998,BRA,14.3,5.7,28.9,12.3,52.0,25.6
1998,CAN,0.5,0.2,0.7,0.3,1.2,0.6
1998,CHL,4.6,1.6,14.9,4.9,38.9,15.3
1998,CIV,30.4,9.6,64.5,25.5,87.4,50.2
1998,CRI,5.2,2.4,11.9,4.8,33.6,13.0
1998,DEU,0.0,0.0,0.0,0.0,0.2,0.1
1998,EAS,45.5,15.4,72.6,34.1,91.4,57.6
1998,ECS,7.7,2.7,19.3,7.1,44.7,18.9
1998,ECU,15.7,6.0,35.9,14.3,64.3,32.3
1998,ESP,1.0,0.6,1.2,0.8,3.0,1.3
1998,FCS,48.5,22.3,67.3,37.4,84.8,56.1
1998,FRA,0.0,0.0,0.2,0.0,0.5,0.1
1998,GBR,0.2,0.1,0.2,0.2,0.7,0.4
1998,GEO,17.0,6.2,39.4,15.3,74.1,35.5
1998,GHA,55.0,21.9,78.7,40.9,95.0,63.5
1998,GMB,74.1,38.9,88.5,57.0,96.5,74.2
1998,GTM,14.7,4.7,29.8,12.0,55.3,26.7
1998,GUY,11.9,5.7,24.9,10.5,56.6,25.2
1998,HND,24.5,12.0,40.2,20.5,64.7,36.0
1998,IDA,48.6,19.7,75.6,37.9,92.2,60.4
1998,IDN,68.3,23.4,91.1,47.8,98.6,70.4
1998,IRN,4.3,0.5,18.0,4.9,44.8,17.5
1998,ITA,1.7,1.3,2.2,1.5,4.0,2.3
1998,LCN,14.9,6.3,28.6,12.6,52.2,25.9
1998,LMY,39.2,13.2,66.0,30.2,85.6,52.5
1998,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1998,MAR,8.4,1.9,31.7,9.3,68.4,29.5
1998,MDA,24.0,7.6,53.1,20.6,83.9,44.4
1998,MEA,3.3,0.5,20.5,5.0,57.1,21.4
1998,MEX,15.2,5.2,30.6,12.5,56.7,27.5
1998,MNG,28.4,8.6,65.6,24.7,94.1,52.5
1998,NIC,25.8,11.0,48.0,21.9,74.2,41.2
1998,PAK,29.8,6.4,71.6,25.7,93.4,54.0
1998,PAN,14.5,8.8,21.6,12.5,38.7,20.8
1998,PER,19.4,7.8,34.9,15.9,62.3,31.8
1998,SLV,21.0,11.2,34.4,18.0,57.9,31.5
1998,SSF,56.7,25.6,77.4,43.3,91.3,63.2
1998,THA,2.2,0.4,19.1,4.1,54.1,20.2
1998,TKM,43.1,14.7,71.1,33.0,91.3,56.7
1998,URY,0.6,0.2,2.4,0.7,11.8,3.4
1998,USA,0.7,0.6,1.0,0.7,1.5,1.0
1998,UZB,58.8,27.4,82.3,45.7,95.5,66.8
1998,VEN,10.4,5.0,22.9,9.7,48.3,22.2
1998,YEM,8.1,1.7,29.6,8.6,69.1,28.6
1998,ZMB,47.2,19.8,70.5,36.4,89.3,57.7
1999,ARG,4.2,2.2,8.9,3.9,24.2,9.7
1999,ARM,11.9,2.8,44.8,13.4,82.3,38.5
1999,AUT,0.2,0.1,0.2,0.1,0.5,0.3
1999,BLR,19.2,5.2,51.1,17.7,88.0,43.6
1999,BLZ,19.6,8.3,39.1,16.8,66.8,34.5
1999,BOL,21.9,12.9,32.0,18.5,50.0,29.3
1999,BRA,15.0,6.0,29.9,12.8,53.8,26.7
1999,CAN,0.5,0.2,0.5,0.3,1.2,0.6
1999,CHN,46.1,15.9,73.3,34.6,93.1,58.5
1999,COL,21.4,11.0,38.2,18.7,64.3,34.6
1999,CRI,6.8,3.0,14.0,6.0,36.1,14.8
1999,DEU,0.0,0.0,0.2,0.0,0.2,0.1
1999,EAS,42.1,13.8,70.5,32.0,90.7,55.9
1999,ECS,10.0,3.3,24.7,9.0,52.4,23.3
1999,ECU,21.8,9.7,40.5,18.7,67.8,35.9
1999,EGY,0.0,0.0,21.2,3.7,70.5,24.5
1999,ESP,0.7,0.4,1.0,0.5,2.5,1.1
1999,ETH,58.0,17.5,89.5,42.3,98.0,67.1
1999,FCS,48.4,21.7,69.0,37.4,86.5,57.0
1999,FRA,0.0,0.0,0.2,0.1,0.5,0.2
1999,GBR,0.2,0.2,0.2,0.2,0.7,0.3
1999,GEO,21.8,7.5,47.1,18.5,79.6,40.7
1999,HND,24.9,11.8,41.5,20.6,66.2,36.8
1999,IDA,48.7,19.5,76.0,37.9,92.5,60.5
1999,IDN,44.0,10.9,82.0,33.8,96.9,61.0
1999,JAM,2.3,0.5,8.5,2.2,30.4,10.0
1999,LCN,15.1,6.4,29.1,12.9,53.2,26.4
1999,LMY,37.9,12.6,65.4,29.4,85.5,51.9
1999,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1999,MDA,33.5,10.6,66.0,27.5,88.4,52.0
1999,MDG,66.9,29.6,88.1,50.1,97.8,70.8
1999,MEA,3.2,0.6,19.8,4.8,56.0,20.8
1999,NLD,0.2,0.2,0.5,0.2,0.7,0.4
1999,PAN,12.3,7.5,19.3,10.9,36.5,18.9
1999,PER,19.3,8.0,36.3,16.1,62.1,32.2
1999,PRY,10.2,4.0,20.4,8.6,41.4,18.9
1999,SLV,17.3,8.9,30.4,15.0,55.3,28.5
1999,SSF,56.4,25.2,77.6,43.0,91.5,63.2
1999,THA,4.0,0.6,22.9,5.7,58.3,22.9
1999,TJK,62.0,21.2,90.4,45.3,99.2,69.2
1999,UGA,67.9,29.1,87.7,49.9,96.2,70.1
1999,USA,0.7,0.5,0.7,0.6,1.5,0.8
1999,VEN,11.8,5.1,25.9,10.7,53.1,24.6
2000,AGO,21.4,9.1,39.4,17.7,67.2,35.0
2000,ARG,5.0,2.5,10.7,4.7,26.3,11.3
2000,AUT,0.0,0.0,0.2,0.1,0.6,0.2
2000,BEL,0.3,0.3,0.7,0.3,1.0,0.5
2000,BGD,33.3,7.3,71.9,27.0,93.0,54.2
2000,BLR,13.6,3.5,43.3,13.7,84.4,38.9
2000,BOL,24.2,14.9,35.4,21.0,55.8,32.6
2000,CAN,0.2,0.1,0.5,0.2,1.0,0.4
2000,CHE,0.0,0.0,0.2,0.1,0.5,0.2
2000,CHL,5.8,2.1,16.0,5.6,41.4,16.6
2000,COL,17.5,10.4,33.2,16.4,59.5,31.0
2000,CRI,6.9,3.2,14.8,6.2,36.1,15.1
2000,DEU,0.0,0.0,0.2,0.0,0.2,0.1
2000,DNK,0.0,0.0,0.0,0.0,0.2,0.1
2000,DOM,6.7,2.4,16.1,6.0,41.1,16.7
2000,EAS,39.7,12.8,67.8,30.4,89.5,54.1
2000,ECS,9.2,3.3,21.4,8.1,48.7,21.0
2000,ECU,28.2,11.5,50.2,23.0,75.9,42.7
2000,ESP,0.7,0.5,1.1,0.7,2.4,1.1
2000,FIN,0.0,0.0,0.0,0.0,0.2,0.1
2000,FRA,0.0,0.0,0.2,0.1,0.5,0.2
2000,GBR,0.2,0.2,0.2,0.2,0.7,0.3
2000,GEO,22.9,8.1,49.6,19.8,81.6,42.4
2000,GRC,0.5,0.4,1.0,0.5,2.7,1.0
2000,GTM,9.6,3.4,23.4,8.8,50.0,22.3
2000,IDA,48.4,19.3,75.9,37.7,92.5,60.4
2000,IDN,43.8,10.9,81.0,33.6,96.5,60.6
2000,IRL,0.2,0.0,0.2,0.1,0.5,0.2
2000,ITA,1.2,1.0,1.7,1.2,3.5,1.8
2000,KGZ,38.2,10.1,75.7,30.7,95.2,57.5
2000,LCN,13.8,5.9,27.1,11.9,50.8,24.9
2000,LMY,36.7,12.1,63.8,28.5,84.5,50.8
2000,LUX,0.0,0.0,0.0,0.0,0.0,0.0
2000,MAR,7.9,1.7,32.5,9.1,68.2,29.5
2000,MDA,31.1,9.2,64.7,25.7,90.8,51.6
2000,MEA,3.0,0.5,18.7,4.5,54.1,19.9
2000,MEX,10.7,3.5,23.6,9.1,49.9,22.5
2000,MRT,21.5,6.0,49.1,18.3,80.9,41.3
2000,NOR,0.2,0.2,0.2,0.2,0.5,0.3
2000,PAN,11.1,5.7,18.3,9.3,35.0,17.5
2000,PER,19.3,7.3,35.4,15.5,62.4,31.5
2000,PHL,14.5,3.3,39.2,13.1,68.8,33.2
2000,RWA,75.2,36.0,89.5,55.7,96.0,73.4
2000,SLV,12.9,5.4,25.7,11.2,51.0,24.2
2000,SSF,56.0,25.1,77.6,42.9,91.6,63.1
2000,STP,20.4,4.7,54.0,18.3,87.0,44.3
2000,SWE,0.0,0.0,0.2,0.1,0.5,0.2
2000,SWZ,56.1,22.5,76.4,41.2,89.5,61.3
2000,THA,4.0,0.6,23.5,5.7,59.0,23.2
2000,TON,3.1,0.7,8.8,2.7,34.1,11.6
2000,TUN,4.3,0.4,19.9,5.2,51.2,19.7
2000,TZA,84.0,43.6,95.5,63.1,99.4,79.5
2000,URY,0.7,0.1,2.4,0.6,12.5,3.6
2000,USA,0.7,0.5,1.0,0.6,1.5,0.9
2000,UZB,81.3,38.4,94.7,59.5,99.0,77.3
2000,ZAF,36.8,14.3,55.4,27.7,74.3,45.7
2001,ARG,8.2,4.3,15.4,7.3,31.1,14.8
2001,ARM,14.0,3.0,47.2,14.3,83.8,40.5
2001,AUS,0.7,0.6,1.0,0.7,1.5,1.0
2001,AZE,6.2,1.1,28.3,7.5,71.0,28.6
2001,BIH,0.3,0.1,1.1,0.3,13.8,3.1
2001,BLR,6.6,1.5,28.1,7.6,73.7,28.9
2001,BOL,19.0,9.9,29.8,15.8,51.8,27.6
2001,BRA,13.0,5.2,26.2,11.2,48.0,23.6
2001,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2001,CMR,25.7,6.9,55.8,21.2,84.0,45.4
2001,COL,21.0,10.4,39.5,18.6,67.0,35.7
2001,CPV,19.6,5.7,42.1,16.3,70.7,36.0
2001,CRI,5.1,2.3,11.5,4.7,28.0,11.5
2001,DEU,0.0,0.0,0.2,0.0,0.2,0.1
2001,DOM,5.1,1.6,16.1,5.2,40.5,16.2
2001,EAS,37.0,11.8,64.8,28.5,87.8,52.0
2001,ECS,8.3,2.9,19.2,7.3,45.6,19.1
2001,FCS,44.8,19.9,65.7,34.9,84.2,54.3
2001,FRA,0.0,0.0,0.2,0.0,0.2,0.1
2001,GBR,0.2,0.2,0.5,0.2,0.7,0.4
2001,GEO,23.0,7.7,52.4,20.3,83.5,43.9
2001,HND,19.8,8.1,34.0,16.0,56.5,29.8
2001,IDA,47.6,18.7,75.7,37.2,92.5,60.2
2001,IDN,40.3,9.7,78.3,31.5,95.6,58.8
2001,ISR,0.2,0.0,0.5,0.2,4.2,1.0
2001,KAZ,12.8,3.3,37.6,12.2,74.5,33.8
2001,KGZ,33.4,8.2,71.5,27.5,95.0,55.1
2001,LCN,13.5,5.6,26.9,11.6,50.4,24.6
2001,LMY,35.5,11.6,62.6,27.7,83.8,49.9
2001,LUX,0.0,0.0,0.0,0.0,0.0,0.0
2001,MDA,23.3,6.5,55.1,20.5,85.8,45.5
2001,MDG,71.0,36.1,86.2,54.1,95.9,71.9
2001,MEA,3.0,0.5,18.8,4.5,54.0,19.9
2001,MLI,57.2,22.4,79.9,42.0,95.6,64.5
2001,NIC,17.8,6.1,40.1,15.5,69.0,34.5
2001,PAK,33.3,6.8,77.4,28.3,96.0,57.1
2001,PAN,14.0,7.1,22.8,11.7,40.0,21.0
2001,PER,20.3,7.7,37.5,16.4,63.9,33.0
2001,PRY,8.9,3.3,18.4,7.6,39.5,18.0
2001,SEN,52.4,18.2,79.0,38.5,94.3,62.0
2001,SLV,14.1,6.3,27.5,12.2,52.4,25.5
2001,SSF,55.0,24.4,77.2,42.2,91.6,62.7
2001,SWE,0.2,0.1,0.2,0.2,0.5,0.3
2001,TLS,40.9,12.3,72.5,31.3,93.7,57.0
2001,URY,0.5,0.1,2.8,0.7,14.1,4.1
2001,USA,0.7,0.6,1.0,0.8,1.7,1.1
2001,VEN,10.3,4.4,23.7,9.4,51.2,22.8
2002,ALB,1.1,0.2,11.4,2.3,52.1,16.2
2002,ARG,12.4,4.7,24.0,10.4,44.4,21.8
2002,ARM,10.0,2.1,43.7,12.1,82.9,38.2
2002,AZE,0.1,0.0,2.6,0.3,48.5,10.2
2002,BLR,4.4,1.0,22.3,5.7,67.7,24.6
2002,BOL,19.7,10.9,31.6,17.0,53.8,29.1
2002,BRA,11.7,4.4,25.3,10.2,47.3,22.7
2002,BWA,29.1,11.1,49.6,23.2,68.6,40.8
2002,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2002,CHE,0.0,0.0,0.0,0.0,0.2,0.0
2002,CHN,36.9,12.3,62.6,28.2,87.1,51.0
2002,CIV,29.1,8.9,63.5,24.8,86.6,49.4
2002,COL,14.2,5.1,30.9,12.1,57.7,27.8
2002,CRI,4.7,2.1,10.5,4.3,27.8,11.1
2002,CZE,0.0,0.0,0.0,0.0,0.7,0.2
2002,DEU,0.0,0.0,0.0,0.0,0.2,0.1
2002,DJI,22.5,6.9,51.6,19.6,82.5,43.2
2002,DOM,7.6,2.5,17.7,6.6,40.0,17.1
2002,EAS,32.5,10.2,60.7,25.7,85.5,49.0
2002,ECS,7.4,2.6,17.0,6.4,42.6,17.3
2002,FCS,44.2,19.3,65.5,34.4,84.6,54.1
2002,FJI,1.7,0.3,12.8,2.8,44.9,14.8
2002,FRA,0.0,0.0,0.0,0.0,0.2,0.1
2002,GBR,0.2,0.2,0.5,0.2,0.7,0.4
2002,GEO,12.7,3.8,35.5,12.0,72.7,32.8
2002,GIN,53.3,20.8,78.9,40.2,94.0,62.8
2002,GNB,53.2,18.4,82.6,39.7,96.8,64.1
2002,HND,22.0,9.2,38.0,17.9,61.5,33.4
2002,IDA,46.8,18.1,75.3,36.6,92.5,59.8
2002,IDN,23.5,4.3,68.3,22.4,93.3,51.5
2002,IRL,0.2,0.1,0.5,0.2,1.2,0.5
2002,ISR,0.5,0.3,1.7,0.6,8.5,2.3
2002,ITA,1.5,1.1,1.7,1.4,2.7,1.8
2002,JAM,2.1,0.5,8.9,2.4,33.3,11.1
2002,JOR,0.2,0.0,2.7,0.5,22.8,5.6
2002,KAZ,8.9,1.9,33.4,9.6,72.3,31.0
2002,KGZ,31.1,7.7,69.7,26.4,94.6,54.1
2002,LAO,25.4,5.4,65.3,22.6,91.9,50.6
2002,LCN,12.6,5.0,26.4,10.9,50.3,24.1
2002,LKA,11.0,2.0,42.2,12.2,76.8,35.8
2002,LMY,33.5,10.7,60.8,26.4,82.7,48.6
2002,LSO,66.3,35.6,84.1,52.4,95.1,70.3
2002,LUX,0.0,0.0,0.0,0.0,0.0,0.0
2002,MDA,13.6,3.0,40.5,12.8,76.9,35.3
2002,MDV,6.6,1.5,27.9,7.3,71.3,28.0
2002,MEX,7.5,2.2,20.6,7.1,47.0,19.8
2002,MNG,11.6,2.7,37.6,11.7,77.1,34.4
2002,MOZ,80.6,41.7,92.5,60.8,97.5,77.1
2002,PAN,9.6,3.8,19.5,8.2,37.1,17.7
2002,PER,17.5,6.7,34.2,14.6,60.2,30.2
2002,PRY,13.2,5.0,27.2,11.2,51.7,24.7
2002,SAS,40.4,10.0,77.4,31.4,94.8,58.3
2002,SLV,14.7,6.5,27.7,12.4,52.4,25.7
2002,SSF,54.4,23.7,76.9,41.6,91.6,62.4
2002,SWE,0.0,0.0,0.2,0.0,0.5,0.1
2002,THA,1.8,0.3,16.4,3.5,50.8,18.1
2002,UGA,66.0,27.2,85.7,48.0,95.2,68.5
2002,UKR,2.7,0.5,17.0,3.7,61.9,20.8
2002,URY,0.6,0.1,3.9,0.9,18.5,5.5
2002,USA,0.7,0.6,1.0,0.7,1.7,1.0
2002,UZB,80.5,34.5,94.2,56.9,99.1,75.9
2002,VEN,16.4,7.6,32.6,14.5,60.7,30.0
2002,VNM,29.9,7.3,65.6,25.0,88.9,50.7
2002,WSM,2.2,0.4,13.7,3.3,46.7,15.4
2002,ZMB,56.4,21.3,81.4,41.7,95.0,64.4
2003,ARG,5.4,1.9,12.7,4.8,29.7,12.6
2003,ARM,7.5,1.2,39.7,9.8,82.6,36.0
2003,AUS,1.0,0.7,1.2,0.9,1.7,1.1
2003,AUT,0.3,0.3,0.4,0.3,0.7,0.4
2003,AZE,0.1,0.0,3.3,0.4,44.6,10.2
2003,BEL,0.3,0.1,0.5,0.2,0.9,0.4
2003,BEN,53.1,18.2,80.8,39.4,95.1,63.1
2003,BFA,54.7,22.1,79.2,41.4,93.8,63.3
2003,BLR,3.5,0.8,18.8,4.7,64.8,22.4
2003,BRA,12.6,4.9,26.1,10.9,48.7,23.6
2003,BTN,13.4,2.3,41.6,13.0,73.3,35.0
2003,CAN,0.2,0.1,0.5,0.2,0.7,0.4
2003,CHL,5.3,2.0,15.3,5.2,40.6,16.0
2003,COL,13.0,4.9,29.3,11.6,58.0,27.1
2003,CRI,4.7,2.0,10.5,4.3,26.5,10.8
2003,DEU,0.0,0.0,0.2,0.1,0.5,0.2
2003,DNK,0.3,0.2,0.4,0.3,0.4,0.3
2003,DOM,8.7,2.9,21.8,7.9,49.0,21.3
2003,EAS,28.5,8.4,57.0,23.1,83.5,46.3
2003,ECS,7.3,2.7,16.1,6.3,41.0,16.6
2003,ECU,14.8,5.8,30.7,12.8,57.7,28.1
2003,ESP,0.8,0.5,1.2,0.7,2.2,1.1
2003,EST,2.5,1.3,5.5,2.3,16.9,6.1
2003,FCS,42.8,18.5,65.1,33.6,85.6,53.9
2003,FIN,0.0,0.0,0.1,0.0,0.2,0.1
2003,FRA,0.2,0.1,0.2,0.1,0.4,0.2
2003,GBR,0.2,0.2,0.2,0.2,0.7,0.4
2003,GEO,12.9,4.0,35.9,12.2,72.0,32.8
2003,GMB,50.7,20.3,73.5,37.9,90.9,59.5
2003,GRC,0.5,0.4,0.7,0.5,1.9,0.8
2003,HND,26.5,11.6,43.3,21.3,65.0,37.2
2003,IDA,44.8,17.2,74.1,35.4,92.4,58.9
2003,IDN,22.8,4.4,66.5,21.9,93.2,50.9
2003,IRL,0.1,0.1,0.2,0.1,0.5,0.2
2003,ISL,0.0,0.0,0.1,0.0,0.4,0.1
2003,ISR,0.5,0.2,2.0,0.6,9.0,2.5
2003,ITA,0.8,0.5,1.1,0.7,2.1,1.1
2003,KAZ,6.2,1.3,28.0,7.5,67.6,27.2
2003,KGZ,25.7,5.3,67.5,23.2,94.1,51.9
2003,LCN,12.3,4.9,25.7,10.7,49.8,23.6
2003,LMY,31.4,9.8,58.9,25.0,81.9,47.2
2003,LUX,0.1,0.0,0.1,0.1,0.5,0.2
2003,MDA,5.6,1.0,27.7,7.1,69.6,27.5
2003,MEA,2.8,0.5,18.6,4.3,54.8,20.1
2003,MYS,1.6,0.3,8.2,2.0,27.8,9.5
2003,NAM,35.9,12.2,60.2,27.5,78.0,47.6
2003,NGA,47.9,18.8,75.6,37.1,94.0,60.5
2003,NOR,0.2,0.1,0.2,0.2,0.4,0.2
2003,NPL,40.3,11.5,70.6,30.3,89.7,55.1
2003,PAN,9.9,3.9,18.7,8.2,35.8,17.1
2003,PER,14.7,4.8,32.3,12.7,59.4,28.7
2003,PHL,13.6,3.3,37.3,12.5,68.1,32.3
2003,PRT,0.9,0.5,1.5,0.8,4.0,1.6
2003,PRY,8.3,2.7,20.0,7.4,44.7,19.4
2003,SAS,38.9,9.5,76.3,30.6,94.5,57.5
2003,SLE,61.3,23.9,83.7,44.9,94.8,66.3
2003,SLV,15.8,7.8,28.4,13.7,53.6,26.7
2003,SSF,53.2,22.7,76.6,40.8,91.7,61.9
2003,SWE,0.3,0.2,0.5,0.3,1.0,0.5
2003,SYR,1.1,0.2,11.7,2.3,48.6,15.5
2003,TCD,57.8,23.1,82.6,43.3,95.9,65.7
2003,TJK,36.7,10.5,72.7,29.7,94.8,56.4
2003,UKR,1.1,0.2,10.4,2.1,54.1,16.0
2003,URY,0.8,0.2,5.1,1.2,24.5,7.3
2003,USA,1.0,0.7,1.2,0.9,2.0,1.2
2003,UZB,81.5,37.8,94.6,59.1,99.1,77.0
2003,VEN,19.7,9.2,38.1,17.4,67.0,34.4
2003,XKX,2.4,0.3,21.8,4.5,67.7,24.5
2004,ARG,3.9,1.3,9.8,3.5,24.9,10.0
2004,ARM,5.3,1.2,28.9,7.1,73.5,29.2
2004,AUS,0.7,0.4,0.7,0.5,1.2,0.7
2004,AUT,0.1,0.1,0.1,0.1,0.4,0.1
2004,AZE,0.0,0.0,1.0,0.1,42.3,8.5
2004,BEL,0.1,0.0,0.1,0.1,0.4,0.1
2004,BIH,0.2,0.1,0.7,0.2,6.6,1.5
2004,BLR,1.3,0.2,10.6,2.3,54.3,16.0
2004,BOL,10.2,4.3,21.1,8.9,45.8,20.6
2004,BRA,11.1,4.1,24.4,9.7,47.3,22.3
2004,CAN,0.2,0.1,0.2,0.2,0.7,0.4
2004,CHE,0.0,0.0,0.2,0.1,0.5,0.2
2004,COD,91.5,58.3,97.6,73.5,99.7,85.4
2004,COL,12.0,3.9,28.8,10.7,57.3,26.5
2004,COM,14.6,4.2,37.3,13.2,68.3,32.8
2004,CRI,4.7,1.8,9.8,4.0,27.9,10.8
2004,CYP,0.1,0.1,0.1,0.1,0.3,0.1
2004,CZE,0.0,0.0,0.0,0.0,1.3,0.3
2004,DEU,0.0,0.0,0.0,0.0,0.2,0.1
2004,DNK,0.3,0.2,0.3,0.2,0.4,0.3
2004,DOM,11.6,3.6,27.9,10.3,57.0,25.9
2004,EAS,24.9,6.9,53.5,20.7,81.2,43.6
2004,ECS,5.5,1.8,13.4,4.9,36.1,14.0
2004,ECU,15.1,6.1,32.4,13.2,59.0,28.8
2004,EGY,3.1,0.4,28.1,6.0,77.7,29.9
2004,ESP,0.8,0.6,1.3,0.8,2.4,1.2
2004,EST,1.1,0.5,3.2,1.1,10.9,3.7
2004,ETH,34.6,7.6,77.0,28.2,96.3,57.2
2004,FCS,39.8,16.9,62.6,31.5,83.0,51.6
2004,FIN,0.0,0.0,0.1,0.0,0.2,0.1
2004,FRA,0.0,0.0,0.1,0.0,0.3,0.1
2004,GBR,0.2,0.2,0.2,0.2,0.5,0.3
2004,GEO,12.4,3.7,32.7,11.3,70.0,30.9
2004,GRC,0.6,0.5,1.0,0.6,1.9,1.0
2004,HND,25.4,11.1,42.0,20.6,64.5,36.4
2004,HUN,0.1,0.1,0.4,0.1,5.7,1.2
2004,IDA,41.3,15.6,71.6,33.1,91.5,57.0
2004,IDN,24.2,5.0,66.7,22.3,92.7,51.0
2004,IND,40.6,10.0,77.5,31.5,94.7,58.3
2004,IRL,0.1,0.0,0.1,0.0,0.4,0.1
2004,ISL,0.2,0.1,0.2,0.1,0.4,0.2
2004,ISR,0.5,0.3,2.0,0.6,9.7,3.0
2004,ITA,0.6,0.5,0.9,0.6,1.7,0.9
2004,JAM,1.2,0.3,7.2,1.6,29.1,9.0
2004,KAZ,3.3,0.6,21.6,4.9,64.3,23.6
2004,KGZ,11.6,2.4,44.2,13.0,80.0,37.3
