year,country,Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Agricultural land (sq. km),Agricultural land (% of land area),Arable land (hectares per person),Arable land (% of land area),Land under cereal production (hectares),Permanent cropland (% of land area),Forest area (sq. km),Forest area (% of land area),Cereal production (metric tons),Crop production index (2014-2016 = 100),Food production index (2014-2016 = 100),Livestock production index (2014-2016 = 100),Cereal yield (kg per hectare),"Access to electricity, rural (% of rural population)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added (% of GDP)",Rural population,Rural population growth (annual %),Rural population (% of total population),Agricultural raw materials imports (% of merchandise imports)
1998,ZAF,97.6303317535545,57.1386861313869,979880.0,80.7755401495355,0.296383600857392,11.2934736911523,4690000.0,0.296762812322251,178508.9,14.715223107931,10232322.97,77.06,62.64,51.77,2181.7,40.4060402668527,63.7644125896,4641779800.02474,3.03418044396185,20370864.0,0.126884118336225,44.07,1.53685437942918
1998,ZMB,1595.65217391304,12.9043600562588,221740.0,29.828219373411,0.299923816819525,3.82571732199788,658526.0,0.0403556679535641,471256.0,63.3928355237493,797593.0,36.63,40.03,44.28,1211.2,2.88768282232819,75.1064261099,561383439.60401,15.86841123023,6095671.0,3.33957750699521,64.284,3.48249207709618
1998,ZWE,159.671532846715,54.070703655436,145200.0,36.9848600232648,0.293247619929005,8.36629985782603,1532601.0,0.132066692516479,184581.2,47.7138942742665,1557967.0,122.25,97.82,92.48,1016.6,7.33813858843812,78.9165933314,1209352300.0,18.890320323678,7775252.0,1.35292587361187,67.061,
1999,ABW,,,20.0,11.1111111111111,0.0223067399814854,11.1111111111111,,,4.2,2.33333333333333,,,,,,100.0,,6603351.95530726,0.383268482490272,47405.0,2.13204963225662,52.873,
1999,AFE,110.138852390017,20.1457631651696,6453940.0,42.1424235243318,0.229878864982335,5.99990854086769,37085917.0,0.637774794555189,4789359.426,39.2711724406428,44298132.91,70.2761558584425,74.9401643196742,77.6249472999367,1194.4695282228,,79.7585530048127,32474649014.5967,12.2347646259615,282831743.0,2.24702605622311,71.4671069300954,1.69894840492623
1999,AFG,100.0,0.653338560041814,377640.0,57.8998206154271,0.384809067475337,11.7335909111816,2532871.0,0.170185364058691,12084.4,1.85278199408184,3256395.77,59.18,79.69,115.17,1285.7,,98.614279727,,,15515257.0,3.61154010093221,78.014,
1999,AFW,177.279202279202,6.0710779838335,3329976.534,36.9311293332361,0.332158583421464,9.93543958619378,40760122.0,1.61374114780594,1964150.556,21.7134460046563,42074481.81,100.0,100.0,100.0,1032.25459490528,18.0299616172751,68.6744822530711,33056843585.351,23.7020396289571,174231753.0,2.03143581328619,65.1318313507819,1.74645510714699
1999,AGO,,1.13333333333333,445670.0,35.7479746530841,0.191482415371953,2.40635277131627,872348.0,0.160423518087752,778640.27,62.4561057190984,541183.0,20.9,27.58,63.17,620.4,,35.3294146461,387034678.679875,6.29025682837342,8006427.0,0.999075544478104,51.103,
1999,ALB,530.0,18.370883882149,11450.0,41.7883211678832,0.185603475063192,21.0583941605839,177800.0,4.45255474452555,7712.5,28.1478102189781,497500.0,49.57,60.3,76.17,2798.1,100.0,57.6961492814,832541636.495293,25.9187455195517,1828925.0,-1.5942338726569,58.831,3.76410178868195
1999,AND,,,230.0,48.936170212766,0.0152183838076396,2.12765957446809,,,160.0,34.0425531914894,,,,,,100.0,,,,4819.0,4.13063062881193,7.334,0.559174146040121
1999,ARB,33.3422626835821,76.64833763572,5393146.998,36.3123541856116,0.202926867367035,3.5960213631324,26670369.0,0.558554451538174,194235.397,1.7287756651258,39105615.98,70.271289730965,74.9469947960855,77.6247722692172,1466.25521708005,62.7133928460403,,55990335243.1194,8.41434353167132,134098493.0,1.88246571436059,47.9420358891142,1.40321959600221
1999,ARE,13.3156771867873,841.860465116279,5160.0,7.2655589974655,0.0131659159543039,0.605463249788792,236.0,2.43593353984793,3029.87,4.26622078287806,4046.85,275.44,144.81,36.83,17165.8,100.0,76.680947801,1970319945.54118,2.33324519711343,659407.0,5.0400785265293,20.19,0.589867700260217
1999,ARG,688.545150501672,29.9106494261223,1284120.0,46.9223770321081,0.748260305660476,10.0603283528642,9574275.0,0.365404923465939,335606.0,12.263208474471,31936418.0,59.74,68.32,86.75,3335.6,85.4318646348945,71.5366076623,12638962300.0,4.45782610229152,4065076.0,-0.578802851974648,11.048,1.50599869790768
1999,ARM,,13.6844444444444,13230.0,46.4699683877766,0.142077475794734,15.8061116965227,164489.0,1.33473832103969,3328.49,11.6912188268353,292212.0,43.71,48.07,55.7,1776.5,,66.0832991748,,,1110229.0,-0.490585093489566,35.053,1.24607395786557
1999,ASM,,,22.36,11.18,0.013333807424264,3.75,,7.43,177.64,88.82,,,,,,,,,,6676.0,-3.80620479672063,11.869,
1999,ATG,,,90.0,20.4545454545455,0.0542991339288138,9.09090909090909,30.0,2.27272727272727,95.16,21.6272727272727,49.73,99.46,139.88,243.0,1631.7,96.0055251493441,18.4659090909,11311111.1111111,1.35378941349091,49732.0,2.2593052746599,67.51,2.74065741737901
1999,AUS,317.190066073971,102.716389927807,4536930.0,59.056923056897,1.22228775866637,2.99311404136782,16887700.0,0.0351457245876886,1320209.1,17.1850760839853,33644600.0,87.5,84.21,89.44,1992.3,100.0,69.5012787724,11874921669.3821,3.04756942266652,2940357.0,1.94855936107409,15.63,1.20277917649677
1999,AUT,79.4235494880546,165.985021398003,29552.0,35.811924381968,0.17541831387216,16.9898206495395,811405.0,0.860397479398934,38318.93,46.4359306834707,4809095.2,107.02,97.57,91.79,5926.9,100.0,2.7265043488,3854527600.89499,1.78102549667367,3157687.0,0.89812491175979,39.509,2.71878116067497
1999,AZE,,7.56205819496959,46924.0,56.7365939181428,0.228605430459428,22.0651713922979,512170.0,2.86439755758418,9829.72,11.8852790036878,1065306.4,50.47,48.02,49.6,2080.0,,56.4421791444,842927407.033456,18.3995125956928,3896779.0,1.06828140443864,48.815,1.73222263896761
1999,BDI,,4.13541666666667,18870.0,73.481308411215,0.151487536599626,37.3831775700935,202000.0,14.018691588785,2021.94,7.87359813084112,264518.0,77.84,76.8,62.26,1309.5,,76.7154105737,384930042.941302,47.6353041282389,5827901.0,2.1724694647454,91.964,2.22464549484267
1999,BEL,27.6363636363636,,15210.0,,0.0853671260682747,,,,,,,,,,,100.0,0.3822294079,2779331820.77221,1.07623533062933,300145.0,-2.09455388478925,2.935,1.7367095338837
1999,BEN,,24.6521739130435,31100.0,27.5451933309684,0.328439208330132,20.3973040085137,838189.0,2.27027314650585,42051.5,37.2929230223484,974484.0,55.74,51.57,59.26,1162.6,4.59248706500119,51.1038536904,902224159.668691,24.5343349115333,4340697.0,2.58518539462115,61.985,6.52788726874674
1999,BFA,4822.22222222222,8.65699369298116,100660.0,40.5090924707602,0.34522892928578,18.3234199561404,2957438.0,0.255847953216374,72665.1,26.5588815789474,2699886.0,37.32,46.53,60.64,912.9,,66.0829270108,923734436.9561,27.2522866567535,9587976.0,2.14152575774033,82.834,0.647464452406197
1999,BGD,123.974219317357,161.889521100047,94860.0,72.873934086195,0.0638568129811,64.8075593454713,11680974.0,3.45701774602443,19203.283,14.7524644695398,36403000.0,58.59,56.47,44.85,3116.4,15.6581285850542,,11617096505.8236,22.6584111161909,101456352.0,1.40075121538737,76.798,
1999,BGR,37.2097116843703,34.2666294019005,56790.0,51.3332730724035,0.435776866654715,32.3420410376932,1771884.0,2.53999819217211,33702.0,30.4637078550122,5221441.0,77.04,102.58,194.84,2946.8,100.0,20.5187252603,1765913914.1318,12.9586243402131,2571814.0,-1.27006440145645,31.323,1.40642079179123
1999,BHR,0.193843564214598,216.5,100.0,14.0845070422535,0.00322066896515075,2.8169014084507,,5.63380281690141,3.55,0.5,,96.79,36.24,22.01,,100.0,49.5955823385,,,72184.0,2.66031003803772,11.624,
1999,BHS,,50.0,100.0,0.999000999000999,0.0187726445024311,0.599400599400599,175.0,0.1998001998002,5098.6,50.9350649350649,379.0,61.99,81.6,126.01,2165.7,100.0,,97400000.0,1.26759041993162,58093.0,0.172286106395987,18.176,2.39213517593792
1999,BIH,,44.2105263157895,21050.0,41.11328125,0.230007227069187,18.5546875,364394.0,2.05078125,21214.85,41.43525390625,1368792.0,86.0,76.48,58.89,3756.4,100.0,,621537807.870705,13.2629920286002,2392727.0,0.455832222969921,57.931,
1999,BLR,18.8503884466899,127.952119055322,92810.0,45.7564029876501,0.616551464693702,30.4779747085069,2282620.0,0.611334335790174,82237.0,40.5437917519166,3427316.12,70.55,68.97,67.72,1501.5,100.0,25.0428816467,1541624548.73646,12.7005575559539,3059960.0,-1.81039954962142,30.518,2.68116819073865
1999,BLZ,,95.234375,1500.0,6.57606313020605,0.274608575510922,2.80578693555458,22207.0,1.57825515124945,14733.73,64.5932924156072,62300.0,90.33,82.4,51.2,2805.4,64.2206403979687,66.5610293453,110600000.0,11.0572356910772,126826.0,3.83033411860604,54.418,4.29647248671478
1999,BMU,,250.0,4.0,7.40740740740741,0.00654407434068451,7.40740740740741,,,10.0,18.5185185185185,,,,,,100.0,,23271000.0,0.699999067510159,0.0,,0.0,
1999,BOL,,0.631921824104234,370690.0,34.218591341272,0.362892482404443,2.83393335179544,832306.0,0.155081694821379,553717.23,51.1139324286901,1137351.0,53.83,52.4,53.57,1366.5,28.3738518904785,90.9797533163,1098433145.09236,13.2579915795139,3276990.0,0.39957783829643,38.736,1.06899489149044
1999,BRA,229.896115818877,130.814378997571,2282198.0,27.3050941955985,0.261422725616024,5.36853893330334,17435114.0,1.08229821467456,5548695.4,66.3867247976224,47631962.27,52.84,55.27,58.61,2732.0,76.5073551123924,58.9485939459,27859257756.4883,4.64598154008681,33476967.0,-2.14379037857351,19.504,2.02275590026406
1999,BRB,,200.0,180.0,41.8604651162791,0.0571391567022326,34.8837209302326,150.0,2.32558139534884,63.0,14.6511627906977,390.0,237.59,122.81,84.52,2600.0,100.0,67.6543209877,68910654.8003779,2.33451237998989,172862.0,0.565048639006617,65.848,2.71455874041105
1999,BRN,,,120.0,2.27703984819734,0.0125230502393468,0.759013282732448,380.0,0.759013282732448,3986.0,75.6356736242884,300.0,71.89,48.19,44.16,789.5,100.0,5.7608695652,68173125.5026098,1.08055737933249,93686.0,0.537273192669564,29.331,
1999,BTN,,,5720.0,14.3718592964824,0.262625326350589,3.84422110552764,100386.0,0.477386934673367,25960.72,65.2279396984925,151252.3,64.89,59.31,28.81,1506.7,,,96393623.1222693,24.1399748469604,440529.0,0.960494219342095,75.617,1.29142106416629
1999,BWA,,19.1666666666667,258410.0,45.5966686076262,0.146163482637301,0.42348208141443,91141.0,0.00176450867256013,177390.0,31.3006193425441,20827.3,63.62,85.82,89.66,228.5,12.406704642078,41.7446160539,164021455.779621,2.99076549401847,782050.0,0.397952086815892,47.628,
1999,CAF,,0.320855614973262,49500.0,7.94094673986324,0.501414417675529,3.00170149924556,159907.0,0.1397332177598,229330.0,36.8117756589297,161000.0,51.76,52.72,56.44,1006.8,,0.6389776358,,,2328780.0,2.60388149932992,62.443,2.92368724168929
1999,CAN,21.2673884332814,65.6024199253531,612630.0,6.83312531579071,1.34839690663086,4.57225904820542,17524800.0,0.0187383094698731,3478490.66,38.7982348066329,54112600.0,72.89,79.72,93.92,3087.8,100.0,8.827045534,14899374032.4426,2.19621258496483,6352957.0,-0.98456621782699,20.897,1.31754450318137
1999,CEB,63.0166242682479,74.7168895144265,604520.0,54.705860527747,0.390882342480215,38.5778937718827,23043043.0,1.53660013194128,358187.54,32.4140766327281,75782501.07,100.0,100.0,100.0,3288.74934764475,100.0,,20338276813.3484,4.66548023231185,41982938.0,-0.0872521374013076,38.4949302114008,1.87161829747237
1999,CHE,566.666666666667,248.852351508338,15688.881,39.6937644213253,0.0573743164010145,10.370238432579,182256.0,0.586639274582035,11919.12,30.1560539205764,1028481.0,103.27,95.33,93.07,5643.1,100.0,,3253825722.274,1.09235100023413,1897587.0,0.680434086929057,26.562,1.45835292366622
1999,CHI,,,79.0,39.8989898989899,0.0264310015316427,19.6969696969697,,,8.3,4.19191919191919,,,,,,100.0,,,,102625.0,0.414989000298834,69.551,
1999,CHL,103.981619256017,263.997777777778,150600.0,20.2546763286583,0.117498741621116,2.42087764884363,533827.0,0.443827568954665,157599.59,21.19607360544,2167950.0,65.9,67.95,72.6,4061.1,79.3576862813837,,4001168363.35593,5.29404331977604,2178713.0,-0.836300956014921,14.222,1.17165012485358
1999,CHN,123.601402758388,306.107833727809,5228727.5,55.6944972588017,0.0950238877336388,12.679679769243,91616870.0,1.17167985871671,1750145.54,18.6419116276444,453040320.0,58.43,60.65,66.8,4944.9,,70.0301500179,175749408329.055,16.0647884669624,815968942.0,-0.654731362219618,65.135,4.30121214034183
1999,CIV,,25.2142857142857,196000.0,61.8879308176101,0.162640019261225,8.80503144654088,768277.0,12.2023962264151,53700.91,16.8870786163522,1264364.0,66.09,66.41,64.98,1645.7,20.0588223798653,45.9159014016,2871743681.28847,15.2177670996904,9857672.0,2.56436466225815,57.259,0.878246679797037
1999,CMR,,8.30704697986577,91600.0,19.3776311057519,0.410323067454083,12.6081529902054,626054.0,2.53855429332995,216877.41,45.8795900234816,1185283.69,42.8,45.02,65.56,1893.3,11.7755709034738,73.9587985708,2195053955.2932,18.9787903350983,7996961.0,1.57625191942924,55.056,2.07051374805992
1999,COD,,0.110746268656716,256000.0,11.2922079354227,0.136977980748706,2.95538254559891,2023140.0,0.352881497981959,1445720.0,63.7709799078097,1592753.0,48.19,50.57,96.47,787.3,,13.1768888889,2467105881.81818,52.3661649268665,31960224.0,2.65677183881081,65.341,
1999,COG,,10.1010101010101,105440.0,30.8745680819912,0.16321152807535,1.44948755490483,12951.0,0.142503660322108,222070.0,65.0278184480234,9537.76,61.96,56.7,41.57,736.4,,8.9972527473,196759128.883093,8.35575795211481,1266801.0,1.59362118339851,41.769,
1999,COL,690.919811320755,231.033123028391,456680.0,41.1608832807571,0.0659474459706176,2.28571428571429,1081111.0,1.64758900405588,629577.64,56.7442667868409,3407331.0,76.77,72.76,67.42,3151.7,80.0003604805767,,11216928849.679,13.0007715171454,10179002.0,0.119474010136938,26.47,2.25780564731957
1999,COM,,4.61538461538461,1270.0,68.2428801719506,0.123600932521497,34.9274583557227,5509.0,25.2552391187534,421.18,22.631918323482,4903.43,66.99,70.96,95.64,890.1,27.5858429848953,47.0,112351350.637302,29.3763589418373,377986.0,1.84340954527303,71.876,0.411523262486835
1999,CPV,,4.25,720.0,17.8660049627792,0.0985400397295524,10.9181141439206,31358.0,0.744416873449132,372.86,9.25210918114144,36439.0,75.22,90.61,115.27,1162.0,,,80825602.4038183,13.6433699432316,212074.0,-0.425829892996063,47.495,2.46426404311353
1999,CRI,349.809885931559,836.363636363636,18880.0,36.9761065413239,0.0569638132197993,4.30865648256953,79540.0,5.4837446141794,28622.38,56.0563650607129,292453.0,69.94,71.33,73.64,3676.8,,,1583671876.57519,11.1096929634483,1616019.0,-0.0380492436039223,41.843,0.766468681146106
1999,CSS,,78.5455123787308,19155.4,3.47368658391188,0.21868814692546,1.45117810959756,220861.0,0.290418642858557,360378.98,91.6068046270032,810106.92,100.0,100.0,100.0,3667.97349373588,80.118847322085,,724151882.887529,4.36619110250992,1407176.0,0.941428296792381,53.9040484849576,1.97527113240895
1999,CUB,311.0,43.0747922437673,66600.0,62.0111731843575,0.326040914973768,33.6126629422719,289690.0,5.12104283054004,23973.0,22.3212290502793,796890.0,104.65,98.1,82.38,2750.8,,51.8873416644,1737100000.0,6.12417967863001,2758203.0,-0.595532370628232,24.911,1.28282334565005
1999,CUW,,,,,,,,,,,,,,,,100.0,,,,13667.0,-9.3266013122213,9.80200000000001,
1999,CYM,,,27.0,11.25,0.00522411451259012,0.833333333333333,,2.08333333333333,129.5,53.9583333333333,,,,,,100.0,,,,0.0,,0.0,
1999,CYP,,199.634025717112,1442.0,15.6060606060606,0.10856562367783,10.9415584415584,58940.0,4.54545454545455,1705.6,18.4588744588745,127100.0,192.84,142.51,113.55,2156.4,100.0,74.3251088534,409307443.365696,3.89894323212311,293087.0,1.42123697060546,31.473,1.22082654443738
1999,CZE,93.2772467865878,82.57585995086,42820.0,55.4160735084768,0.316612633777589,42.1379578102757,1596798.0,0.983564125792675,26365.03,34.1206548466416,6940576.22,97.12,112.53,132.47,4346.6,100.0,0.6868877896,2096548372.53972,3.19661267380446,2661463.0,0.405297005719326,25.88,2.0571858425445
1999,DEU,60.9068273092369,256.569108441888,171520.0,49.1489483638031,0.143994701696559,33.8758668118517,6634681.0,0.618946644506848,113486.0,32.5193420826408,44452029.0,96.44,92.66,90.13,6699.9,100.0,0.6810577197,21272897899.6139,0.96089041227783,20723743.0,-0.752086268740295,25.242,1.88565265764339
1999,DJI,,,15516.0,66.9370146678171,0.00138079970395654,0.0431406384814495,6.0,0.0258843830888697,56.0,0.241587575496117,10.62,71.66,100.08,109.96,1769.4,58.1876277844207,17.8832116788,,,170300.0,3.29867496300832,23.515,
1999,DMA,,750.0,190.0,25.3333333333333,0.0580804414113547,5.33333333333333,128.0,17.3333333333333,481.14,64.152,174.24,96.43,95.71,91.54,1357.2,,,40266666.6666667,12.137315099079,23981.0,-0.619402948920397,34.821,1.96659417208619
1999,DNK,168.918918918919,163.469921534438,26440.0,66.1,0.431057242109294,57.35,1496784.0,0.2,5675.84,14.1896,8774275.0,89.37,96.68,100.37,5862.1,100.0,30.4058475882,3416224305.49583,1.92043851886527,793693.0,0.156732432630987,14.914,2.82310215973624
1999,DOM,,110.235294117647,24670.0,51.0660318774581,0.100636877519474,17.5947008900849,151804.0,8.59691575243221,19347.12,40.047857586421,604649.0,48.82,52.6,61.73,3983.1,78.6783272433862,,1731308673.56766,7.82103071357272,3299680.0,-0.470844641069414,39.067,
1999,DZA,147.385103011094,12.1204222598723,397310.0,16.6815017592181,0.251785484935956,3.22159429660668,1888946.0,0.217907916061367,15878.0,0.666655470370402,2021053.36,39.35,43.84,52.04,1069.9,,60.6347282376,5402509618.07466,11.1069798696683,12458525.0,-0.561417121521243,40.882,2.58909496364685
1999,EAP,131.866002385008,,7691815.5,48.1939359412055,0.103608380304975,11.6078163893827,145709825.0,2.74769940304224,4615625.946,28.9870559468919,624808798.34,100.0,100.0,100.0,4288.00898529457,,,253538538904.778,16.0679157842068,1157985366.0,-0.296027933665783,64.2991978291547,3.9620879343718
1999,EAR,105.981810997153,90.660593404751,13417250.182,40.4533083540262,0.170448410851825,12.6031370930739,237240116.0,1.55309883489667,8109721.634,24.4897656430502,585731164.96,100.0,100.0,100.0,2468.95046334196,51.4748447386235,,338721830615.51,10.9606397381815,1528993748.0,1.38812394180023,62.0859705045472,2.57032164347625
1999,EAS,134.839661668585,,12438337.309,50.9128233085953,0.106792707298852,8.81633368275213,166353907.0,1.84081454340199,6362670.644,26.1202074970153,681159162.38,97.7986223112598,98.3492693134163,99.4032408184672,4094.62090219198,,,371541552946.448,4.79710927945755,1205279958.0,-0.292918845833711,59.3467211897452,3.2207890719902
1999,ECA,51.5841979184398,40.7751517399032,6269007.0,69.0762396052586,0.533046444632411,19.0380900762569,45047980.0,0.944567130188744,578767.459,9.98529138055968,85469465.11,100.0,100.0,100.0,1897.29693309667,,,48062119286.4612,12.511540675516,90294984.0,-0.155134698786057,41.859739188211,2.71791214087507
1999,ECS,65.3260699016168,74.8293163093072,8280137.011,30.1184918003406,0.413873171796311,13.0938197364847,142098667.0,0.753296560557541,10337959.576,37.8584879333955,418326337.29,10.0336212711748,8.87701269244004,6.42290371812815,2943.92088756962,99.698222037835,,259806217760.179,2.43106945847308,271051185.0,-0.23047873331403,31.4285781980347,2.03744870920817
1999,ECU,,109.006211180124,80750.0,32.5132871637945,0.129101633055471,6.48252536640361,869797.0,5.51618618134965,138206.71,55.6477331293284,1846698.0,87.98,78.16,58.0,2123.1,83.8229203264367,,3451939969.98499,17.5713518152118,5013758.0,0.528423525885579,40.204,3.24322936105797
1999,EGY,82.0750121773015,393.954575818303,34830.0,3.49892008639309,0.041861857715153,3.00768496659802,2707099.0,0.491235119795068,576.7,0.0579335978703099,19400567.0,69.69,67.15,64.8,7166.6,95.0432943655748,86.340749485,14430846358.0065,15.9086475942783,40945746.0,2.15024600812625,57.25,4.38765520811856
1999,EMU,99.8600242143201,214.984763060183,1274348.2,47.3651843600568,0.216668352697738,25.693055433699,33846823.0,4.20218246057492,983373.557,36.4042137696329,174667526.93,5.23097435791552,4.65452122739811,3.35609605636305,5160.50967923636,100.0,,150962209132.863,2.11169617334793,89373554.0,-0.398584844655332,27.5180175777871,2.1591215039268
1999,ERI,,21.8875502008032,74670.0,73.9306930693069,0.225056264066017,4.93069306930693,427060.0,0.0198019801980198,11216.2,11.1051485148515,318828.0,112.81,88.16,73.44,746.6,10.3321187225537,,156538384.593051,22.7223359743613,1643321.0,0.359186547870696,74.265,
1999,ESP,120.26765163297,172.321399390923,297780.0,59.6227775108121,0.333350872034541,26.9561909338459,6657872.0,9.74090981899728,167750.03,33.5876241390357,18010899.04,84.93,84.69,85.91,2705.2,100.0,65.7416952238,24190993813.8997,3.81323898515226,9619750.0,0.065834187061548,23.819,1.9803132120022
1999,EST,67.619802765251,31.7694994179278,10010.0,23.6140599197924,0.617877149622656,20.2642132578438,321000.0,0.283085633404105,22355.91,52.7386411889597,401653.0,52.23,70.86,86.19,1251.3,100.0,2.1023107731,208869250.425894,3.62814718696064,423427.0,0.920318486025689,30.457,2.92056662054988
1999,ETH,,16.9898795668455,305570.0,30.557,0.151144418392347,9.881,7463030.0,0.676,186015.0,18.6015,8392918.0,35.2,39.7,52.26,1124.6,,,3502759775.79251,44.378202481993,55860601.0,2.90937780788649,85.447,1.23916065456129
1999,EUU,97.4401721353142,165.97459968382,1846678.2,46.2236024007616,0.257630406244675,27.6348750024197,56331417.0,3.22679914078889,1503828.857,37.9544603421232,254714832.15,6.62739127067483,5.89805774370658,4.25619364132355,4521.7106115811,100.0,,176471324333.757,2.22367727514937,125775666.0,-0.299504173094647,29.3302367703966,2.0896495084123
1999,FCS,54.8963483616861,14.978985363195,6942857.748,31.6568096096282,0.297935572821834,9.19067829028743,84865142.0,0.8348833358572,4922208.656,27.6373760294163,108224275.86,70.690812325967,75.1587233384139,77.7136733044981,1275.26384171725,,,62415115004.5276,15.5971085903587,382708326.0,2.07765354809671,63.0424859737358,
1999,FIN,96.5732087227414,142.391254421019,22014.0,7.22742046685709,0.421471485482262,7.14764109130306,1134000.0,0.0108342361863489,223886.09,73.5040841787321,2881700.0,87.41,92.14,94.63,2541.2,100.0,1.9334880124,3903939128.57144,2.8867978059391,932575.0,-1.08292833936579,18.054,2.65335443795734
1999,FJI,,118.421052631579,3776.0,20.6677613574165,0.146184066898445,6.65571975916804,6673.0,4.54296661193213,9997.92,54.7231527093596,18058.74,161.29,138.54,92.92,2706.3,59.3976898432416,61.1638954869,317674684.26731,16.4049185915419,436585.0,0.413143110345246,52.485,
1999,FRA,217.606665445889,258.997117653149,299291.0,54.6584338691592,0.303347066987189,33.5176033574035,8851319.0,2.08906323621262,152028.0,27.7643243006323,64264517.6,106.61,107.74,109.31,7260.4,100.0,13.6726255117,31473870592.8186,2.11672166680524,14754014.0,-0.288737959345658,24.386,1.85646896484351
1999,FRO,,,964.93,69.1210601719198,0.00141762282372746,0.0458452722063037,,,0.8,0.0573065902578797,,96.45,50.92,47.89,,100.0,,181702464.364758,16.1128765730266,28957.0,0.731334386231973,64.14,2.41111249550569
1999,FSM,,,55.0,7.85714285714286,0.0223853868194842,3.57142857142857,129.0,24.2857142857143,638.32,91.1885714285714,158.83,68.89,73.63,94.05,1227.3,,,52059400.0,23.6482609969542,86274.0,1.00533799532575,77.251,
1999,GAB,,0.923076923076923,20608.38,7.99797415298638,0.261460833971566,1.26130321729344,17360.0,0.659758605968875,237061.62,92.0020258470136,27760.83,69.38,74.0,81.9,1599.1,,32.4022346369,340101195.535287,7.29362591431557,272196.0,-1.02159748260524,21.898,0.591385434615407
1999,GBR,158.287073750991,337.333107993916,172190.0,71.1734799322118,0.100830800123499,24.4574877030546,3141102.0,0.21080477824164,29364.0,12.1373951142893,22123808.0,99.81,97.87,96.75,7043.3,100.0,15.3276315789,14250121339.5891,0.844286305844823,12563329.0,0.0582021492464968,21.409,1.67823965138851
1999,GEO,42.5985090521832,50.6329113924051,29990.0,43.157288818535,0.190032117833384,11.368542236293,365395.0,3.8854511440495,27597.7,39.7146351993093,771064.0,181.52,159.29,129.15,2110.2,,70.0315823023,692214488.690389,24.7217175013672,1958910.0,-1.54463976273969,47.121,0.742594084552476
1999,GHA,,4.16771157033669,130595.504,57.394525797662,0.193030770349074,16.2455524303419,1299931.0,7.85627757756878,89561.75,39.3608816032346,1685991.8,51.43,51.59,54.17,1297.0,12.5339851120814,66.2450483008,2761257561.60859,35.7763437934285,10880187.0,1.10200526240583,56.816,2.67680012857066
1999,GIB,,,,,,,,,0.0,0.0,,,,,,100.0,,,,0.0,,0.0,
1999,GIN,,1.16788321167883,140780.0,57.223083184112,0.331271537035807,11.1509034673612,1123737.0,2.5266807748657,69637.0,28.3399804655706,1656065.0,56.54,52.67,43.05,1473.7,,58.0654641227,744018774.414714,14.7423669356158,5736409.0,1.84952143904804,69.405,1.66805220146559
1999,GMB,,5.33333333333333,5670.0,56.0276679841897,0.158923108762031,22.2332015810277,115800.0,0.494071146245059,3630.63,35.875790513834,150970.0,111.7,99.32,74.07,1303.7,7.54491064269973,44.6723646724,195633532.401494,24.01224521455,750915.0,1.08817886758826,53.039,0.792188389507277
1999,GNB,,2.14285714285714,6546.75,23.2814722617354,0.231365569167563,9.95732574679943,140023.0,8.10810810810811,21573.25,76.7185277382646,145368.0,62.5,62.98,68.58,1038.2,,82.2857142857,210296310.324313,36.2976754124591,776166.0,1.31020030424697,64.135,
1999,GNQ,,,1028.5,3.66666666666667,0.029975390204642,0.71301247771836,,2.85204991087344,26239.37,93.544991087344,,72.63,71.75,98.56,,,5.7586837294,,,351288.0,0.693857074326502,52.65,
1999,GRC,142.987804878049,169.804489500362,86700.0,67.2614429790535,0.256650948577074,21.4274631497285,1248013.0,8.59581070597362,35700.617,27.6963669511249,4553770.02,114.26,106.61,106.29,3648.8,100.0,88.6586732378,7915870187.27685,5.77247210059032,2949028.0,-0.0498345131599615,27.403,1.6123897226362
1999,GRD,,,120.0,35.2941176470588,0.00936970026328858,2.94117647058824,275.0,29.4117647058824,177.0,52.0588235294118,275.95,117.48,110.43,77.25,1004.3,,,25894703.7037037,5.37224072714738,68892.0,0.293643274770976,64.55,2.41569437032108
1999,GRL,,,2395.0,0.583505908149592,,,,,2.2,0.000535997076379583,,,,,,100.0,,,,10392.0,-0.671336558012094,18.524,1.25250143548349
1999,GTM,,122.17945768487,46992.9,43.8530235162374,0.140794443474177,15.0083053378126,651413.0,5.43113101903695,42664.0,39.8133631952221,1134239.0,49.15,49.81,39.9,1741.2,54.2124597976938,,4221727201.33238,23.0463598231227,6283202.0,1.90704217585946,55.005,1.37756787166442
1999,GUM,,,200.0,37.037037037037,0.0126351167800668,3.7037037037037,,18.5185185185185,240.0,44.4444444444444,,,,,,100.0,,,,11166.0,-1.66966578603658,7.054,
1999,GUY,,46.3160469667319,10278.0,5.22123444246888,0.534740471665165,2.07670815341631,149153.0,0.127000254000508,185680.13,94.3256946913894,565460.0,64.29,62.71,51.92,3791.2,68.5302353591329,97.6661514683,243261160.237756,35.0139494280703,544450.0,0.242556765276578,71.218,0.625614632591315
1999,HKG,,,70.0,6.66666666666667,0.000756830394308635,4.76190476190476,0.0,0.952380952380952,,,0.04,131.95,102.88,96.87,1929.2,100.0,,,,0.0,,0.0,1.31800321607819
