year,country,"Access to electricity, urban (% of urban population)",Population density (people per sq. km of land area),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),Urban population growth (annual %),Urban population,Urban population (% of total population)
1980,PER,,13.56324140625,39.5851305440653,25.561701724946,3.45047034100592,11210659.0,64.574
1980,PHL,,161.128684978368,33.0904805336827,13.6718581858948,3.84069434427967,17995263.0,37.456
1980,PLW,,,,,-0.0781453543284068,7675.0,62.542
1980,PNG,,6.91496709799938,29.9024886922128,,3.84900369654293,408568.0,13.047
1980,POL,,116.145319794966,7.57410095171698,4.39949232799659,1.569222656102,20663601.0,58.086
1980,PRE,,18.2569682805199,31.8368432657899,9.86235307558355,5.02000049438331,73414517.0,22.7313872070305
1980,PRI,,361.443066516347,57.8231001613949,39.2242981908921,3.66260933210638,2174790.0,67.835
1980,PRK,,151.455742878498,17.7512551881705,10.100463974299,1.46909768096609,10376731.0,56.9
1980,PRT,,106.735650273224,58.6075873330179,36.3764745586666,2.03017757860667,4178517.0,42.785
1980,PRY,,7.68496098665995,60.7992564617668,25.3460018635971,3.95131744814414,1272833.0,41.688
1980,PSE,,,,,,,62.388
1980,PSS,,23.1383391664015,,,2.87766936489402,415848.0,28.5908516881681
1980,PST,,30.0607868359376,18.0556184453901,31.4776830619494,1.0566151195538,652773162.0,71.7396346109895
1980,PYF,,42.7516393442623,,,3.08870888958248,92323.0,59.003
1980,QAT,,23.7651162790698,61.9246929803215,,6.62433852831894,246564.0,89.363
1980,ROU,,96.4108795693323,18.2251601643844,8.39633143758881,2.08485293305798,10230895.0,46.07
1980,RUS,,,8.39115967045055,19.0838328177829,1.35112612736852,96960865.0,69.751
1980,RWA,,216.994689906769,50.7527885821459,2.39603576064599,4.49229172205443,252727.0,4.721
1980,SAS,,188.698847067178,9.61485914014619,9.88062640574885,4.58386557182764,200829270.0,22.2690804499809
1980,SAU,,2.81342751745601,26.4826543208482,47.7245276411347,8.09523751613647,3983211.0,65.86
1980,SDN,,,34.1940332831393,6.8247874057567,5.25426726200965,3404787.0,19.959
1980,SEN,,30.3622188749805,45.7888514466796,16.3782122669929,3.4611504039842,2090926.0,35.769
1980,SGP,,3602.90298507463,99.9069987095812,99.9069987095812,1.26923429916508,2413945.0,100.0
1980,SLB,,8.50785994998214,,,6.77174153385321,25185.0,10.576
1980,SLE,,45.3323496813522,37.2938924099932,11.1206632826919,3.42923627011869,975704.0,29.819
1980,SLV,,219.130405405405,35.0174277804664,15.4423350281981,2.50025349884992,2002263.0,44.099
1980,SMR,,359.75,,,3.42280643073433,17534.0,81.231
1980,SOM,,9.46241910287882,34.6804574577971,9.28153144274896,9.52197321838995,1588693.0,26.763
1980,SRB,,,30.1475188931108,13.9118733870641,3.52131774702907,3557646.0,46.146
1980,SSA,,19.3593506353125,27.7052033927894,9.57375493058928,4.82127058640931,87310370.0,22.3932475275316
1980,SSD,,,20.5628689380536,,2.34243514289694,369642.0,8.519
1980,SSF,,19.3620494756035,27.7052033927894,9.57375493058928,4.8198083392772,87341599.0,22.3976231726978
1980,SST,,16.8722931630949,,,2.7008403774946,5133102.0,44.4978585911422
1980,STP,,102.65,,,3.47536633172653,32995.0,33.482
1980,SUR,,2.33868662052846,,,2.78610091383673,243845.0,64.96
1980,SVK,,,14.6420520191314,,2.93323627015621,2571477.0,51.638
1980,SVN,,,,,3.39915103832608,913487.0,48.045
1980,SWE,,20.4019667123043,14.3618416355405,11.9328235464136,0.2884835421546,6904971.0,83.087
1980,SWZ,,34.6886046511628,,,5.40406629990256,98315.0,16.478
1980,SXM,,,,,5.69498751268245,12410.0,100.0
1980,SYC,,137.523913043478,,,0.881261331800916,31229.0,49.366
1980,SYR,,48.7412286429427,32.8859963503344,31.6355058233381,4.0685868312429,4183945.0,46.708
1980,TCA,,7.96210526315789,,,4.6269420470068,4180.0,55.259
1980,TCD,,3.58596966327827,38.1452474190103,7.16634632228483,1.26659577594522,848318.0,18.787
1980,TEA,,84.6744591613537,10.6332810920526,,4.99771978056403,279363756.0,20.8790546052439
1980,TEC,,271.110497891698,13.9642750426258,14.9711768951711,1.76202312271565,226276844.0,58.0260472920753
1980,TGO,,53.7027762456334,47.7475776673422,11.7759836543195,4.26351812576405,720380.0,24.663
1980,THA,,89.3539157157118,38.6190150413361,10.7860320417808,4.13231143146645,12230097.0,26.791
1980,TJK,,,36.9527560836917,,2.23862926578287,1369933.0,34.289
1980,TKM,,,24.2401628985746,,2.10112668375662,1333345.0,47.078
1980,TLA,,17.351220544741,27.1220703587439,32.4201151431795,3.43544379011063,222876604.0,64.3955388643706
1980,TLS,,43.7034969737727,,,4.15056645043369,107118.0,16.483
1980,TMN,,19.6214139515068,31.5525453344033,20.8247277708995,4.36959826135259,79349947.0,46.817384822185
1980,TON,,135.790277777778,,,1.26999736288593,20682.0,21.154
1980,TSA,,188.698847067178,9.61485914014619,9.88062640574885,4.58386557182764,200829270.0,22.2690804499809
1980,TSS,,19.3620494756035,27.7052033927894,9.57375493058928,4.8198083392772,87341599.0,22.3976231726978
1980,TTO,,218.663547758285,75.8675721619866,,2.87542229599581,586493.0,52.284
1980,TUN,,42.5218524716787,31.3485220255594,15.852635291571,3.48088899975888,3340687.0,50.569
1980,TUR,,59.0008380650442,22.1179157181202,20.809933049343,2.97377983287273,19879979.0,43.78
1980,TUV,,245.533333333333,,,5.37638232096961,2197.0,29.822
1980,TZA,,21.6637717317679,30.6083518822114,5.08034255128345,6.05001250336566,2793071.0,14.555
1980,UGA,,66.4418247334968,46.8498111366395,3.52966361727003,4.4732247496608,1000194.0,7.534
1980,UKR,,,7.14297024624424,9.4507289258173,1.46602147693141,30818832.0,61.693
1980,URY,,16.8663752713976,57.6920895068254,49.2655879006204,0.860926282685432,2520791.0,85.394
1980,USA,,24.8090394542612,9.31142462740532,41.1337335240401,1.02199247812023,167551171.0,73.738
1980,UZB,,,28.5381661450126,11.6384343700256,2.59333621780964,6370122.0,40.782
1980,VCT,,267.21282051282,,,2.2153104258631,37381.0,35.87
1980,VEN,,17.2985862479451,21.3152715312252,34.3845329775731,3.64271395449124,12082220.0,79.185
1980,VGB,,74.2,,,4.8572882363953,2531.0,22.741
1980,VIR,,284.674285714286,,,4.67985353550843,79855.0,80.147
1980,VNM,,161.264865280039,26.8845772001144,8.59648755486296,2.51583061898991,10102770.0,19.247
1980,VUT,,9.48810500410172,,,4.84324149360968,17048.0,14.74
1980,WSM,,58.0643109540636,,,0.976237427115992,34792.0,21.173
1980,YEM,,18.0755686876148,16.7205885801309,2.49052796719981,5.54734889562831,1577899.0,16.534
1980,ZAF,,24.3336083884955,11.2593879593049,22.9119203362109,3.1999502834442,14294507.0,48.425
1980,ZMB,,7.80590672459947,23.0643378327024,9.18306627125061,5.52896913082971,2310398.0,39.815
1980,ZWE,,18.2016362931369,39.1266561283892,8.75302483077351,8.09715865835603,1575210.0,22.371
1981,ABW,,336.461111111111,,,1.05601770896721,30558.0,50.456
1981,AFE,,21.4557408997936,26.974775093464,9.0514948014042,4.7164210219627,50511860.0,21.2196276716722
1981,AFG,,18.302716833019,51.8607031908318,8.58916894469658,-6.33629099636522,1977102.0,16.562
1981,AFW,,18.1037426291597,28.5522216205357,10.7156896089867,5.43273854686343,41229251.0,25.1762519651618
1981,AGO,,6.76634876072832,37.8154178113633,9.61910624807438,8.22353153505597,2145765.0,25.437
1981,ALB,,99.491094890511,21.3755494532152,,2.77592616479635,927513.0,34.024
1981,AND,,79.0829787234043,,,4.60079655394098,34493.0,92.8
1981,ARB,,15.1321108769408,33.4578582008997,20.052597689434,4.51180420679449,75549006.0,44.4365438497499
1981,ARE,,15.4865530836384,30.6551979048812,59.0139609312137,7.9266298421539,887396.0,80.683
1981,ARG,,10.4008707599326,42.3771720023355,44.5002397593392,2.11464631680151,23714178.0,83.313
1981,ARM,,,50.8957852676188,33.7230400826192,1.21084343622549,2077451.0,66.259
1981,ASM,,167.92,,,4.53341163653173,25202.0,75.043
1981,ATG,,146.965909090909,,,0.464597663930272,22437.0,34.698
1981,AUS,,1.94255105892766,25.6445616680405,61.743231706745,1.73463903526239,12789234.0,85.7
1981,AUT,,91.7197043141057,30.9560617171854,20.234121798827,0.21372220737912,4947212.0,65.364
1981,AZE,,,48.0680703844706,25.4265670568495,1.79339100904576,3310162.0,52.897
1981,BDI,,177.804283489097,84.1173495194739,,7.78479757260655,205608.0,4.503
1981,BEL,,,17.6341984066298,25.8023495732115,0.158681432731581,9418778.0,95.535
1981,BEN,,35.8132937211777,31.0218984555268,,5.26431122460556,1131130.0,28.01
1981,BFA,,26.0974817251462,43.2572027005949,4.07829058588953,9.56752278206611,673185.0,9.428
1981,BGD,,693.732081124683,24.663163544165,5.45718444565112,8.76543977723244,14268794.0,15.801
1981,BGR,,80.3680466419597,19.6725861850277,12.3156291835998,1.13999466966288,5566106.0,62.603
1981,BHR,,541.339130434783,35.7669463269389,,4.22264509898854,322415.0,86.317
1981,BHS,,23.6377622377622,,,2.75151966405628,174723.0,73.843
1981,BIH,,,21.048890797685,,2.91694155831689,1518118.0,36.282
1981,BLR,,,24.1529947923653,13.9082595262616,2.59634849745539,5591406.0,57.584
1981,BLZ,,6.52284085927225,,,2.14649125095521,73177.0,49.183
1981,BMU,,999.944444444444,,,0.601840768965631,53997.0,100.0
1981,BOL,,5.43534477983938,30.8809138321738,25.4944159491613,4.4123812685282,2735557.0,46.459
1981,BRA,,14.8433872847308,15.0393793784931,34.27643506822,3.6970411218953,82340685.0,66.37
1981,BRB,,586.674418604651,,,-0.389391571779882,100474.0,39.828
1981,BRN,,36.4282732447818,,,3.33402176444452,124975.0,65.099
1981,BTN,,9.58491535218201,,,8.22614700669066,47677.0,10.646
1981,BWA,,1.71156635434863,,,9.71750161956967,170254.0,17.552
1981,CAF,,3.97830106905519,42.1955423322712,,2.09442037549154,847663.0,34.202
1981,CAN,,2.76835266836873,16.2930043305395,36.7966086910451,1.29813756189509,18791654.0,75.712
1981,CEB,,145.327190840523,17.3093738277485,,1.3497305218461,62310691.0,58.1639538621763
1981,CHE,,160.745797168691,15.2474255673262,11.3541485352547,0.53231009353371,4731625.0,74.466
1981,CHI,,662.010101010101,,,-0.465133759270265,41826.0,31.909
1981,CHL,,15.7070805291501,40.3046985112277,32.9603756988032,2.12414930779064,9550621.0,81.778
1981,CHN,,105.864777780737,3.06130663286938,8.33698445997273,5.13186895071821,199949784.0,20.118
1981,CIV,,26.907534591195,45.5696981264818,16.8808367252585,4.58659851093741,3169705.0,37.044
1981,CMR,,18.6507097374712,20.810204363555,11.8482229151498,6.10831011615071,2888333.0,32.761
1981,COD,,12.1305286605942,29.1538623879019,13.3491572794182,3.85007977080992,7515066.0,27.327
1981,COG,,5.47513616398243,51.988351988352,37.7792004210168,4.11721229251874,912087.0,48.781
1981,COL,,24.0768517350158,21.1026823370994,31.8982998223317,3.35096102728249,17205481.0,64.408
1981,COM,,186.664159054272,,,4.67217526609298,82152.0,23.649
1981,CPV,,81.351364764268,,,7.48676818478239,81945.0,24.995
1981,CRI,,48.112749706228,51.074424142948,22.1918419367615,3.53463422803792,1067409.0,43.45
1981,CSS,,5.82164695916683,,,0.851635091106544,1002909.0,43.7909614517719
1981,CUB,,91.7068901303538,28.4120065731266,19.5625180215487,1.54392560518683,6781552.0,68.853
1981,CUW,,,,,0.773526346682552,121992.0,82.078
1981,CYM,,74.6041666666667,,,4.72303648133415,17905.0,100.0
1981,CYP,,74.5555194805195,,,4.52446116868586,418909.0,60.809
1981,CZE,,,15.2310311950281,11.4965345192329,0.381899265098027,7774989.0,75.481
1981,DEU,,224.580835218973,5.33215006681822,8.87934044713118,0.351166261088232,57229147.0,72.989
1981,DJI,,14.7992666091458,53.905077438927,,6.43788659923449,250520.0,73.028
1981,DMA,,97.3146666666667,,,2.0535078260592,34882.0,47.793
1981,DNK,,128.0393,25.2781735259264,21.2121786045378,0.200654108661819,4297767.0,83.915
1981,DOM,,121.474912026496,41.6302345788533,21.8146588206466,4.54734835266609,3075128.0,52.401
1981,DZA,,8.07002611536104,19.1088679720636,8.48815943474287,5.24046515663179,8537837.0,44.42
1981,EAP,,86.5127911239082,10.725495784321,,4.93460486895989,304021955.0,22.0709784310614
1981,EAR,,52.5197756441506,20.7871219223898,13.984527780995,4.2992141670446,507311312.0,31.0451678875902
1981,EAS,,64.7075305525503,18.6705138785125,,3.94548715676693,448895692.0,28.4365326785258
1981,ECA,,230.538768929651,20.1321358280564,15.0008594463073,2.60414901732371,93106558.0,51.1294253062017
1981,ECS,,146.012057749635,15.1034746538881,17.0525595115238,1.17339611883813,521457634.0,65.2722918593574
1981,ECU,,30.2951524346193,29.1830861213105,23.6927545424954,4.62555229446071,4016323.0,47.888
1981,EGY,,45.353582801748,38.0393108949044,22.4061306626516,2.72315241017479,19807893.0,43.874
1981,EMU,,127.854444382664,15.7373506580859,18.1781691524775,0.755289157290704,215166389.0,69.8303281520472
1981,ERI,,,100.0,,3.96868221228854,240429.0,14.572
1981,ESP,,75.5989088215272,15.5688970100885,21.6491323533419,1.38180049631069,27669147.0,73.279
1981,EST,,,43.2324972410107,,1.0098538975329,1040236.0,69.924
1981,ETH,,,32.9062010445955,3.49134823543568,4.41417385021744,3745756.0,10.61
1981,EUU,,113.987018782687,15.7249042095864,15.9681214702146,0.831125289830865,278057965.0,67.8645829147077
1981,FCS,,24.5279630319564,23.8022578217241,11.5815686535142,3.62179442192208,122476612.0,31.0887016142696
1981,FIN,,15.7587708066581,19.7179344144947,14.3010239243461,1.53706567672621,3481318.0,72.528
1981,FJI,,35.9863711001642,,,2.78113147212579,249306.0,37.919
1981,FRA,,101.54639440725,21.3106226617841,22.2058011501573,0.689227533331347,40786171.0,73.352
1981,FRO,,31.2507163323782,,,1.00741592743076,13568.0,31.101
1981,FSM,,,,,2.93168845445595,21079.0,26.417
1981,GAB,,2.98205068498467,55.8860127997004,,6.78838444417265,437979.0,57.0
1981,GBR,,232.85177117348,15.1304571347384,25.9143560080036,0.171068339159299,44271630.0,78.588
1981,GEO,,,46.5159634587928,24.5771783771784,1.46402733758487,2379998.0,52.836
1981,GHA,,53.9760569570185,23.1026899203732,11.0245786580894,3.52902935530863,3854984.0,31.388
1981,GIB,,2874.0,,,0.226421763544454,28740.0,100.0
1981,GIN,,20.9314992674589,51.3349626267596,12.5786073033437,5.56443737018436,1260260.0,24.503
1981,GMB,,73.0360671936759,60.3191853420768,,6.39079335514555,216238.0,29.256
1981,GNB,,29.9584637268848,76.0410118433956,,7.45442400484713,159076.0,18.883
1981,GNQ,,10.8111229946524,27.569454271025,,5.26944080547826,84804.0,27.965
1981,GRC,,75.4798293250582,44.6284994971877,31.1265911905729,1.47609973771496,6785832.0,69.746
1981,GRD,,276.623529411765,,,-0.31546782963017,31016.0,32.978
1981,GRL,,0.149253731343284,,,2.0719152064833,39013.0,76.497
1981,GTM,,66.0288167226577,42.5302624701936,16.6067899364129,3.34133156971767,2762828.0,39.047
1981,GUM,,209.077777777778,,,2.19631169874687,105553.0,93.491
1981,GUY,,3.94438912877826,,,-0.0330438469433336,236011.0,30.396
1981,HKG,,5183.4,96.8575151585208,88.9093838021376,2.69305738124471,4758050.0,91.794
1981,HND,,34.335311466619,28.5701378206965,10.1238280816851,4.63585623987233,1361334.0,35.435
1981,HPC,,17.4030503205572,35.790318862399,8.79831770824668,4.22502532940685,60248660.0,21.2700857454597
1981,HRV,,,29.6668542910357,,1.51969926883437,2208313.0,47.887
1981,HTI,,207.68232946299,61.9088796319577,12.7334209802183,2.05823198575589,1177256.0,20.568
1981,HUN,,119.152925472747,29.7720040995262,19.1648350499372,0.288359649487828,6895431.0,64.372
1981,IBD,,58.4956795340486,15.4672362368097,13.6252232265474,3.70781750641973,989912904.0,33.8633723450898
1981,IBT,,51.0113905512855,17.2045336803457,12.8541874139393,3.87587211618809,1138519052.0,31.5602774736987
1981,IDA,,33.0096269854246,28.9049699340598,9.3008008864222,5.00938710457378,148606148.0,21.7200888317724
1981,IDB,,52.8578298729671,22.212012385614,,5.40907116826087,57677900.0,26.3286914983365
1981,IDN,,84.1728638694613,17.8138057384677,10.5639258304922,5.51118009055605,34789461.0,22.815
1981,IDX,,28.0637920038018,33.1123913107375,7.69682363602707,4.75742554997009,90928248.0,19.5494608235005
1981,IMN,,113.326315789474,,,0.80145711083915,33448.0,51.78
1981,IND,,236.680551865168,5.77350725068881,10.1543758404283,3.72135397966915,164784551.0,23.417
1981,IRL,,50.1233851066918,47.6491924695035,26.5091514624964,1.71351897295047,1921042.0,55.634
1981,IRN,,25.7799258331491,24.6621340527339,22.3749819954183,6.7286839579671,21176890.0,50.434
1981,IRQ,,32.0241008756888,34.8665991430491,29.4056044884114,4.00851401315168,9269843.0,66.183
1981,ISL,,2.30179551122195,,,1.44906134461173,204294.0,88.533
1981,ISR,,182.809611829945,39.5685506126818,47.2873356926188,2.39356870389482,3518466.0,88.94
1981,ITA,,192.110689877937,9.02652723061167,18.8554498605572,0.41523676692889,37764025.0,66.837
1981,JAM,,200.72188365651,50.6394516262092,,2.46746394234337,1027912.0,47.286
1981,JOR,,26.354453762466,45.7920210220547,28.145612352006,6.36890820565902,1429356.0,61.464
1981,JPN,,321.127183406114,32.2023610046736,55.3968196768683,0.857030088298628,89743575.0,76.273
1981,KAZ,,,11.7635672006643,7.98328952360889,1.9259088644973,8363645.0,54.582
1981,KEN,,29.169460941069,34.6899029763199,7.61314620413677,4.20210081250798,2603282.0,15.681
1981,KGZ,,,38.4672730507901,,1.74368165361812,1421871.0,38.577
1981,KHM,,29.9370892816678,55.5023390510136,7.072104335419,26.8714076731712,673350.0,12.742
1981,KIR,,76.6925925925926,,,2.34303584525806,20209.0,32.532
1981,KNA,,164.223076923077,,,-0.71146803163029,15266.0,35.754
1981,KOR,,401.443582832262,37.5081724715477,43.7135877651585,4.49108913788502,22617087.0,58.407
1981,KWT,,88.8566778900112,61.6040779898394,58.9366348664226,6.02791471810772,1514864.0,95.67
1981,LAC,,18.3110683320049,25.9935006995497,31.9607077135661,3.33550135452919,210445521.0,63.9327433368216
1981,LAO,,14.5867894280763,50.7700544051245,,4.40603494106838,425879.0,12.65
1981,LBN,,294.133040078201,73.1598790786872,54.7960256312685,3.80909245775742,2253697.0,74.899
1981,LBR,,20.6277720099668,48.5897919447301,17.5715334745607,5.73554911117843,718511.0,36.163
1981,LBY,,2.05820043875104,26.2716089269235,18.7713275710578,7.51391039886112,2587588.0,71.451
1981,LCA,,198.632786885246,,,2.5785954861486,32487.0,26.812
1981,LCN,,18.3121090271441,27.2254439361378,32.3288495608353,3.29702441447021,239820955.0,65.2377439599712
1981,LDC,,24.8071500417128,33.6631479457428,6.75337267913666,5.23841873031105,72639261.0,17.6288866663969
1981,LIE,,160.45625,,,0.150037537523449,4669.0,18.187
1981,LKA,,240.781597831287,20.8674782364474,,2.04939168216886,2819967.0,18.676
1981,LMY,,49.6794666689056,17.8678881821044,12.5004084173711,4.21911478407453,991760452.0,29.2605694739988
1981,LSO,,47.6966073781291,,,3.43375611837467,166673.0,11.51
1981,LTE,,65.2121292436095,13.0174247932443,12.7060291018691,3.52183841558147,540663491.0,33.4753996163135
1981,LTU,,,23.649270445924,,1.85704546866698,2126573.0,61.946
1981,LUX,,,,,0.795869392467608,293802.0,80.444
1981,LVA,,,49.8864691736439,,0.819784257562634,1699098.0,67.44
1981,MAC,,12240.0,99.4389396580637,,2.26387786038695,241507.0,98.655
1981,MAR,,44.7801949361416,26.0046097580772,19.2527135182326,4.37259310997703,8377880.0,41.92
1981,MCO,,13464.7261963493,,,0.628505239002,27293.0,100.0
1981,MDA,,,47.4492570254719,,2.84083158130913,1125476.0,41.136
1981,MDG,,15.9559290848437,34.5768401026393,6.56545185688432,5.4600847349968,1761899.0,18.988
1981,MDV,,565.106666666667,,,5.70963065078552,38831.0,22.905
1981,MEA,,16.9827358783848,31.5796074142508,22.750324890543,4.95821199523479,94809369.0,49.728992411387
1981,MEX,,35.4392386635459,28.8016430786795,35.2743118268351,3.13489043513689,46068153.0,66.87
1981,MHL,,,,,4.85751506506242,18834.0,58.826
1981,MIC,,55.1783732779198,17.1405020992943,12.8087171430907,4.25458289361313,943039398.0,29.8612137161755
1981,MKD,,,38.6668834212954,,2.33859447630314,1058032.0,54.007
1981,MLI,,6.30456404330473,35.0018981469426,6.63986139705796,4.72707457615311,1459318.0,18.97
1981,MLT,,996.81875,,,0.745368572906314,286427.0,89.794
1981,MMR,,51.8082795238241,29.8817501893162,8.67483925810328,1.92047577521815,8120013.0,23.982
1981,MNA,,20.308897100165,30.8987640775706,20.7688543899629,4.81941720767627,83174152.0,47.3794807768421
1981,MNE,,,,,4.07578540153335,219563.0,37.892
1981,MNG,,1.1262849718674,47.4574295775799,24.9986659834972,3.54337904315761,918067.0,52.676
1981,MNP,,,,,12.1495336903461,17272.0,87.117
1981,MOZ,,14.7106068313029,35.042124030569,6.75592513809712,8.59145402711496,1625438.0,14.051
1981,MRT,,1.47169593480159,48.0854072657044,13.8533974738888,7.98833044666013,437012.0,28.81
1981,MUS,,482.986206896552,,,0.968343869529304,413108.0,42.134
1981,MWI,,69.1180950360628,42.547534123346,2.06552520742109,6.25309918171711,603619.0,9.263
1981,MYS,,40.7828427940953,18.290047573162,7.82942089913855,4.95114661509432,5735797.0,42.807
1981,NAC,,14.0328534626191,9.93282873593463,40.7603802986886,1.20542314255252,188398078.0,74.0733441964862
1981,NAM,,1.20552903594116,37.9426818413021,,2.26753597657639,251648.0,25.355
1981,NCL,,8.28451859956236,,,1.74789137502186,87551.0,57.812
1981,NER,,4.99092602826241,33.3342985846713,4.55213107991356,4.55880172878643,863333.0,13.656
1981,NGA,,83.5206506582342,15.8623864914702,9.99971170570666,6.21582203166179,17245400.0,22.671
1981,NIC,,27.8018447731428,32.0728030559599,16.2192132287844,3.37860592113139,1691907.0,50.57
1981,NLD,,422.014454976303,10.0528790786741,12.9696077996475,1.23899508631659,9275502.0,65.104
1981,NOR,,11.224556734676,22.2493983575782,15.7496813183007,0.686521293308784,2902056.0,70.787
1981,NPL,,111.345615384615,23.1968826277021,1.47903368727235,6.91966494293699,1015214.0,6.376
1981,NRU,,391.95,,,2.45363548668562,7839.0,100.0
1981,NZL,,11.8677604344689,29.9354507431116,24.9993919805434,0.484188040742189,2609635.0,83.511
1981,OED,,29.2525867356489,18.6776936718717,31.5532854409374,1.35048652333769,725676650.0,70.5488572386701
1981,OMN,,3.4162197092084,25.5210135604043,12.6255059962925,9.38422299018623,523067.0,49.471
1981,OSS,,34.9586623520515,,,2.88185227626198,3830100.0,48.1704677228593
1981,PAK,,111.304027864259,21.6318498968938,15.556601684419,5.29068270247978,24350622.0,28.38
1981,PAN,,26.9628463814905,62.2268567454252,31.6025399891639,3.03661212104352,1017964.0,50.786
1981,PER,,13.90531640625,39.6749091096526,25.86089908845,3.42794627955519,11601617.0,65.182
1981,PHL,,165.38124895194,32.3801716222435,13.7185319021579,5.07843532189108,18932744.0,38.394
1981,PLW,,,,,2.43270893716046,7864.0,63.409
1981,PNG,,7.05961886675794,30.2757299533009,,3.5538534858785,423349.0,13.242
1981,POL,,117.204567566685,7.48731234771065,4.37700793070212,1.54796577827231,20985955.0,58.459
1981,PRE,,18.7105163086382,31.8495409705832,10.1222481077369,4.86513995590272,76986236.0,23.2594777300177
1981,PRI,,365.563923337091,57.5391321236621,41.2969784293359,6.77526267058698,2327244.0,71.772
1981,PRK,,153.652479029981,18.0744237410756,10.3112782105253,1.70152161560329,10554804.0,57.049
1981,PRT,,107.665158469945,58.7888930981008,36.7714332292327,1.88095831684664,4257857.0,43.221
1981,PRY,,7.89731688900075,60.3636371868602,25.4945812154752,4.0293364436727,1325167.0,42.235
1981,PSE,,,,,,,62.936
1981,PSS,,23.6646675151129,,,2.99388238010043,428298.0,28.7920469177398
1981,PST,,30.2623913421901,18.0422679044498,31.6055092060245,1.06650708167442,659735034.0,72.0215349283672
1981,PYF,,44.1273224043716,,,3.07391635274822,95205.0,58.948
1981,QAT,,25.284496124031,61.8074292825312,,6.36613357734562,262771.0,89.514
1981,ROU,,97.0438048102804,17.9915348489384,8.4166201778995,2.18585904010387,10456990.0,46.781
1981,RUS,,,8.37119680986386,19.1337477937131,1.29918653747044,98228786.0,70.193
1981,RWA,,224.046615322254,51.1524082061595,2.44815214854457,4.5656152472075,264533.0,4.786
1981,SAS,,193.207568291198,9.63107167822767,10.0249595496738,4.21924951477442,209302758.0,22.6670673615596
1981,SAU,,2.98673343598379,26.4249986862851,48.233944407575,8.11233733582224,4319811.0,67.281
1981,SDN,,,34.2863597192125,6.91418701265628,5.17518082513129,3585630.0,20.166
1981,SEN,,31.1492234976367,45.9403017318979,16.5945547559178,3.54108433851837,2166294.0,36.122
1981,SGP,,3780.35074626866,97.1396478649419,97.1396478649419,4.80768900934127,2532835.0,100.0
1981,SLB,,8.80868167202572,,,6.74007106205617,26941.0,10.927
1981,SLE,,46.2585203657523,37.8555452031411,11.4505501746063,3.45097137746238,1009963.0,30.248
1981,SLV,,220.588754826255,35.5175681057127,15.8451003905615,1.81991062537484,2039036.0,44.612
1981,SMR,,364.0,,,3.16043255116703,18097.0,82.864
1981,SOM,,9.53685242452259,35.5664822908947,9.610421389542,1.74295957097997,1616626.0,27.021
1981,SRB,,,30.1394676130929,14.0760369905492,1.55257130709512,3613312.0,46.703
1981,SSA,,19.9475130773785,27.6907406454084,9.7340517606113,5.03850573534392,91709508.0,22.8279879308497
1981,SSD,,,20.9144920105504,,2.33481547826073,378374.0,8.508
1981,SSF,,19.9502369144671,27.6907406454084,9.7340517606113,5.03713242071512,91741111.0,22.8322150128794
1981,SST,,17.1550290776703,,,2.4976125547476,5261307.0,44.8575777611598
1981,STP,,104.807291666667,,,3.19144293902465,34065.0,33.857
1981,SUR,,2.33919749973226,,,0.137288070331383,244180.0,65.035
1981,SVK,,,14.6312108768353,,2.01908463594474,2623925.0,52.31
1981,SVN,,,,,2.12164387316126,933075.0,48.941
1981,SWE,,20.4264475080627,14.3459865572091,11.92151484111,0.135563962489342,6914338.0,83.1
1981,SWZ,,35.8609302325581,,,5.40195752130181,103772.0,16.824
1981,SXM,,,,,6.94118006457137,13302.0,100.0
1981,SYC,,139.20652173913,,,1.19049025063185,31603.0,49.352
1981,SYR,,50.3873598868212,32.9031261249348,31.8706454047536,4.02555456035686,4355808.0,47.038
1981,TCA,,8.32421052631579,,,8.1734319888786,4536.0,57.358
1981,TCD,,3.59034228081321,39.1965209609307,7.440279816738,1.15443190196506,858168.0,18.982
1981,TEA,,86.002357210406,10.4607122521035,,5.05401924793709,293482854.0,21.5956152534053
1981,TEC,,273.796535321854,13.9475593058915,15.0716397984918,1.88966043737113,230552708.0,58.5463722012969
1981,TGO,,55.3970031255746,48.3707251848148,12.1023496843556,4.54318033240408,753863.0,25.02
1981,THA,,91.1661120789211,38.333162807721,10.8437000244011,2.96622413631789,12598303.0,27.049
1981,TJK,,,36.813249987681,,2.19053840765334,1400273.0,34.078
1981,TKM,,,24.3058175812076,,2.14469220675708,1362250.0,46.858
1981,TLA,,17.74310626984,26.8828924373202,32.6061620547733,3.31522684184473,230265469.0,65.0609645780143
1981,TLS,,44.4178211163416,,,4.01922101837583,111511.0,16.883
1981,TMN,,20.3230509196658,30.8987640775706,20.7688543899629,4.81941720767627,83174152.0,47.3794807768421
1981,TON,,135.984722222222,,,1.17286481960722,20926.0,21.373
1981,TSA,,193.207568291198,9.63107167822767,10.0249595496738,4.21924951477442,209302758.0,22.6670673615596
1981,TSS,,19.9502369144671,27.6907406454084,9.7340517606113,5.03713242071512,91741111.0,22.8322150128794
1981,TTO,,221.273294346979,75.4982109906125,,1.53766668831476,595581.0,52.468
