year,country,Access to electricity (% of population),Electricity production from coal sources (% of total),Electricity production from oil sources (% of total),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),Alternative and nuclear energy (% of total energy use),Combustible renewables and waste (% of total energy),Energy use (kg of oil equivalent per capita),Adjusted savings: mineral depletion (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: natural resources depletion (% of GNI),Mineral rents (% of GDP),Oil rents (% of GDP),Total natural resources rents (% of GDP)
1970,FRA,,,,,,,,,0.00211495900664876,0.00782270397833315,0.118453924011155,0.017421705519001,0.00124452612770399,0.165243990664632
1970,FRO,,,,,,,,,0.0,,,,,
1970,GAB,,,,,,,,,0.0,2.58893261793526,12.2397662392835,0.0,2.82981959687536,11.9846295951762
1970,GBR,,,,,,,,,0.000169614757790299,0.0528586040556443,0.0530282188134346,0.000424174051440714,0.000143773106830159,0.0912323758377636
1970,GHA,,,,,,,,,0.00716720115598342,,,0.122948154324653,,2.86308221828147
1970,GMB,,,,,,,,,0.0,,,0.0,,2.30362071744818
1970,GNB,,,,,,,,,0.0,,,0.0,,6.3917374281718
1970,GNQ,,,,,,,,,0.0,,,0.0,,14.6066044239259
1970,GRC,,,,,,,,,,,,0.1525613045432,,0.210334451463134
1970,GRL,,,,,,,,,0.0,,,0.0,,0.0
1970,GTM,,,,,,,,,0.00209794935728253,,,0.00368856055907509,,1.17777388780127
1970,GUY,,,,,,,,,0.997999752156126,,,15.047350443965,,20.7080226592579
1970,HKG,,,,,,,,,0.000686571991197428,,,0.00462135452602034,,0.00950559877964356
1970,HND,,,,,,,,,0.259770425308807,,,0.526393487444465,,4.44328536721054
1970,HPC,,,,,,,,,,,,4.74001902206529,,7.91860032629413
1970,HTI,,,,,,,,,,,,3.31509129412767,,4.94082793905462
1970,IBD,,,,,,,,,0.285739859316664,0.492663467955585,1.04358167318065,0.59725361019296,0.875523411993982,2.25854029949419
1970,IBT,,,,,,,,,0.351845416442673,0.487918742641261,1.04244993090536,0.780774728653722,0.839599117704376,2.56017919801892
1970,IDA,,,,,,,,,1.04774692751851,,,1.92713799548086,,3.76073206623166
1970,IDB,,,,,,,,,0.199801073532955,,,0.32880020818077,0.551537524665777,2.36503293320954
1970,IDN,,,,,,,,,0.116082751971048,0.150125953472239,0.266208705443287,0.274481829100583,0.336862259796396,3.60940308776086
1970,IDX,,,,,,,,,,,,3.14618303245984,,5.34368982300696
1970,IND,,,,,,,,,0.0943367022311255,0.0325974212295072,0.53982710025948,0.230817793611848,0.0688503864853239,0.721150483394386
1970,IRL,,,,,,,,,0.250204391135486,0.0,0.250204391135486,0.391942322453095,,0.427790506808475
1970,IRN,,,,,,,,,0.023755834312022,7.12314605620651,7.18140110797169,0.0338635426115682,11.7339839421763,12.7573166532525
1970,IRQ,,,,,,,,,,,,0.0,15.8858496718005,16.034068400461
1970,ISL,,,,,,,,,0.0,0.0,,0.0,,0.0
1970,ISR,,,,,,,,,0.0907036309468513,0.00888968448231737,0.107461305457488,,,
1970,ITA,,,,,,,,,0.00310043273971662,0.0240858468898023,0.0271862796295189,0.00768910340680766,0.00103539463699362,0.0840688782645551
1970,JAM,,,,,,,,,1.11460887498006,,,7.79917387869582,,7.89586199522591
1970,JOR,,,,,,,,,0.0,,,0.0,,0.0288340973169945
1970,JPN,,,,,,,,,0.0352770577257511,0.0039717258997729,0.039248783625524,0.0637925686539806,0.001991430044959,0.228015045379581
1970,KEN,,,,,,,,,0.00319727119958405,,,0.00555989232660929,,3.26306923136184
1970,KHM,,,,,,,,,0.0,,,0.0,,4.31058172482676
1970,KIR,,,,,,,,,,,,0.0,,0.0168222609957079
1970,KNA,,,,,,,,,,,,0.0,,0.0
1970,KOR,,,,,,,,,0.0183691246115513,,,0.0424994176359864,,0.168894150983343
1970,KWT,,,,,,,,,0.0,16.84723368821,16.8480864031437,0.0,34.8911039745328,34.8918112884012
1970,LAC,,,,,,,,,0.211626620389809,0.0818108185834536,0.318859357168378,0.573955328589926,0.152725531941256,1.30597600509654
1970,LCN,,,,,,,,,0.475680714107208,0.410009201663171,0.950123614752748,1.03860340361563,0.505856937848065,2.07144071824281
1970,LDC,,,,,,,,,,,,4.07996599898163,,6.28922328190304
1970,LIE,,,,,,,,,0.0,,,0.0,,0.0
1970,LKA,,,,,,,,,0.0,,,0.0,,0.349013656833095
1970,LMY,,,,,,,,,0.250504410647343,0.364043287226779,0.803519325585534,0.610024144012902,0.722744530581237,2.2964315304877
1970,LSO,,,,,,,,,0.0,,,0.0,,9.26379655722695
1970,LTE,,,,,,,,,0.398447547617882,0.395596433231497,1.21028828263845,0.820593088044177,0.845237110926328,2.68436152481411
1970,LUX,,,,,,,,,0.0,0.0,0.0695093277770081,0.0,,0.0524149334463755
1970,MAR,,,,,,,,,0.127383090165811,,,0.469069078359362,,0.902171273718059
1970,MCO,,,,,,,,,,,,0.0,,0.0
1970,MDG,,,,,,,,,0.0,,,0.0,,2.91882362138853
1970,MEA,,,,,,,,,0.0371656290790823,5.09542686385759,5.21459157224909,0.0781931724638365,12.4323609252154,12.7414751200157
1970,MEX,,,,,,,,,0.162856012894184,0.0132472705943792,0.176103283488563,0.337809475477185,0.204288512529996,0.904373570760262
1970,MIC,,,,,,,,,0.253716377410351,0.364753889884429,0.805044696494867,0.527336498956827,0.718281350646601,2.13929011249192
1970,MLI,,,,,,,,,0.0,,,0.0,,4.07710148769041
1970,MLT,,,,,,,,,0.0,,,0.0,,0.0
1970,MMR,,,,,,,,,0.123072013997284,0.107982987616088,7.4227915276273,0.257288113443554,0.112322934933028,7.56598226126745
1970,MNA,,,,,,,,,0.0335841975898376,,,0.0982395821744615,7.57473159667221,8.2540512044092
1970,MRT,,,,,,,,,3.77940367542328,,,10.2713417432019,,11.3056846306162
1970,MWI,,,,,,,,,0.0,,,0.0,,6.70998624141776
1970,MYS,,,,,,,,,0.0559992249543526,0.00237152119355873,16.950002384514,0.360076595866249,0.0168146816605373,17.004345736664
1970,NAC,,,,,,,,,0.169343153994794,0.24710854147913,0.416451695473923,0.259153312315361,0.291092556291243,0.756088223327845
1970,NCL,,,,,,,,,12.0748576864302,,,26.3445431367691,,26.3711477528331
1970,NER,,,,,,,,,0.00258569966872149,,,0.0051141551062762,,2.15642649408056
1970,NGA,,,,,,,,,0.0112411906422849,0.447241368954194,0.458482559596479,0.0214593497211363,0.744583874202483,2.40487127999705
1970,NIC,,,,,,,,,0.268336464005746,,,0.435939148991849,,2.40885856192184
1970,NLD,,,,,,,,,0.0,0.0477890519650217,0.0477890519650217,0.0,0.00372889222110017,0.203954779722529
1970,NOR,,,,,,,,,0.0936783819954325,0.00863495606696158,0.102313338062394,0.164609484653038,,0.465517286243368
1970,NPL,,,,,,,,,0.0,,,0.0,,1.54733552047184
1970,NZL,,,,,,,,,0.00193469110195476,0.000313664248286062,0.00224835535024082,,,
1970,OED,,,,,,,,,0.124036961288745,0.144330564636381,0.281568696267163,0.214822339101704,0.160500514838768,0.587436440581152
1970,OMN,,,,,,,,,0.0,38.1761302945031,38.1826432828812,0.0,43.4488291702311,43.4542322673313
1970,OSS,,,,,,,,,0.123013333630811,,,,,
1970,PAK,,,,,,,,,4.79320946249242e-06,0.400453705003732,0.581784146115484,8.3108828019597e-05,0.324810705961588,0.790603760586441
1970,PAN,,,,,,,,,0.0,,,0.0,,0.296166240462318
1970,PER,,,,,,,,,1.68917169752423,0.110334359575999,2.06288789755831,3.32621837502462,0.150304432391528,3.73069204984231
1970,PHL,,,,,,,,,0.992036529613602,,,2.50851161957198,,4.12633961425907
1970,PNG,,,,,,,,,0.0,,,0.0,,1.90820091270164
1970,PRE,,,,,,,,,,,,3.03121335955693,,5.50867287164215
1970,PRI,,,,,,,,,0.0,,,0.0,,0.0
1970,PRT,,,,,,,,,0.0220908364865197,0.0,0.381021367637295,0.0399517364838647,,0.402078534597682
1970,PRY,,,,,,,,,,,,0.0,,2.21625938792502
1970,PSS,,,,,,,,,,,,0.0,,0.32516901829987
1970,PST,,,,,,,,,0.102286447362075,0.147322055167735,0.263573477725281,0.176344916592108,0.160024577864719,0.538865434751505
1970,PYF,,,,,,,,,0.0,,,0.0,,0.002302418711271
1970,QAT,,,,,,,,,0.0,28.1587174061356,28.1591484322842,0.0,35.3251136581002,37.4696829951354
1970,RWA,,,,,,,,,0.0990724577447902,,,0.19649418780579,,8.50922579142472
1970,SAS,,,,,,,,,0.0762415239999211,0.0867778136478354,0.544607210497322,0.170309388792244,0.0928289559132762,0.691037055838959
1970,SAU,,,,,,,,,0.0,7.98009321982523,7.98161025576447,0.0,25.438880689077,25.6178285718857
1970,SDN,,,,,,,,,0.000307087511044075,,,0.00206075424467077,,0.00206075424467077
1970,SEN,,,,,,,,,0.0,,,0.0,,1.4609198354403
1970,SGP,,,,,,,,,0.0,,,0.0,,0.00408314093355003
1970,SLE,,,,,,,,,0.386277637966025,,,2.42857943844921,,7.84917180666127
1970,SLV,,,,,,,,,0.0,,,0.0,,0.665403519489661
1970,SOM,,,,,,,,,0.0,,,0.0,,4.7012253652722
1970,SSA,,,,,,,,,1.19662877776248,,,2.28679533628834,,4.33680021583755
1970,SSF,,,,,,,,,1.19609896908542,,,2.28609400272309,,4.33547016958947
1970,SST,,,,,,,,,0.51038953206404,,,3.8265346077515,,5.2625327681532
1970,SUR,,,,,,,,,3.58087871781145,,,17.2383191712802,,17.8700023254966
1970,SWE,,,,,,,,,0.0596301006090602,0.0,0.0596301006090602,0.0913206122259278,,0.806038115139766
1970,SWZ,,,,,,,,,1.14695697377133,,,6.73298483662726,,17.3963038109363
1970,SYC,,,,,,,,,0.0,,,0.0,,0.0
1970,SYR,,,,,,,,,,,,0.0,1.51692199518822,1.5450322950587
1970,TCD,,,,,,,,,0.0,,,0.0,,3.97796114841242
1970,TEA,,,,,,,,,0.154145595252066,0.0227169422363484,0.773935177552714,0.337017629268847,0.0511638838300498,1.82443907184347
1970,TEC,,,,,,,,,0.113443208666466,0.0211290067548634,0.134572215421329,0.214782947317114,0.0156688439786595,0.691508496870238
1970,TGO,,,,,,,,,0.0,,,0.0,,6.38800580954129
1970,THA,,,,,,,,,0.00342817602520889,,,0.0540021570036958,,1.11813278200826
1970,TLA,,,,,,,,,0.502613410097976,0.425798079517486,0.976096902845586,1.08409481289032,0.524943681826753,2.16509310325171
1970,TMN,,,,,,,,,0.0335841975898376,,,0.0982395821744615,7.57473159667221,8.2540512044092
1970,TSA,,,,,,,,,0.0762415239999211,0.0867778136478354,0.544607210497322,0.170309388792244,0.0928289559132762,0.691037055838959
1970,TSS,,,,,,,,,1.19609896908542,,,2.28609400272309,,4.33547016958947
1970,TTO,,,,,,,,,0.0,2.21861484597898,2.35955697098701,0.0,2.52803854365007,2.66520628395588
1970,TUN,,,,,,,,,0.0495365392499147,0.534825279918502,0.860213038424767,0.206343649722875,2.03817424442132,2.64701204889956
1970,TUR,,,,,,,,,0.113443208666466,0.0211290067548634,0.134572215421329,0.214782947317114,0.0156688439786595,0.691508496870237
1970,UGA,,,,,,,,,0.823808653576638,,,1.43618475900282,,8.80478953828317
1970,URY,,,,,,,,,0.0,,,0.0,,0.322386078932525
1970,USA,,,,,,,,,0.104998930133041,0.25124808400773,0.356247014140771,0.173694534129661,0.279989372342679,0.65568149303359
1970,VCT,,,,,,,,,0.0,,,0.0,,0.148289020933756
1970,VEN,,,,,,,,,0.0711784256122111,4.45600012018405,4.52717854579626,0.592570231516437,4.79927244945126,5.48772130601331
1970,ZAF,,,,,,,,,0.520834068030353,,,0.933291184727189,,1.66319689663623
1970,ZMB,,,,,,,,,19.5926615408914,,,35.2026852617918,,36.469192995441
1970,ZWE,,,,,,,,,1.3050973265273,,,1.95593419692085,,3.27504799035388
1971,AFE,,,,,,,,,0.91333381710039,,,2.20389520050035,0.0,4.14803187994954
1971,AFG,,,,,,,,,0.0,0.307023588580034,0.644590857213565,0.0,0.0453108139131106,1.03558414364505
1971,AFW,,,,,,,,,0.124319879171501,,,0.230540001700369,0.314670524623791,3.46392431213145
1971,AND,,,,,,,,,,,,0.0,,0.0
1971,ARB,,,,,,,,,0.0461848801921221,5.70754766935192,,0.136736504611194,12.702422440512,13.2117727147657
1971,ARG,,,,,,,,,0.00811923246438292,0.238143020999069,0.246262253463452,0.0171747749445276,0.312886775004762,0.43636922778285
1971,AUS,,,,,,,,,0.401222731982021,0.0389232905953033,0.69100163309901,1.41251580141525,0.0253198031265626,1.79849610270316
1971,AUT,,,,,,,,,0.00679708594756492,0.0643682065897926,0.115596231411163,0.0126810777485168,0.0396656673508013,0.387714162325778
1971,BDI,,,,,,,,,0.0,,,0.0,,5.38352192015516
1971,BEL,,,,,,,,,0.000208390483609366,0.00588556605273491,0.0504417511979124,0.000485555868535339,0.0,0.155175694243789
1971,BEN,,,,,,,,,0.0,0.0,5.84716557566054,0.0,0.0,5.79302297530211
1971,BFA,,,,,,,,,0.0,,,0.0,,5.717049046642
1971,BGD,,,,,,,,,,,,0.0,0.000854000655155613,0.304763457232683
1971,BHS,,,,,,,,,0.0,,,0.0,,0.84733571919426
1971,BLZ,,,,,,,,,0.0,,,0.0,,0.890162687149574
1971,BMU,,,,,,,,,,,,0.0,,0.0
1971,BOL,,,,,,,,,,,,0.469637163444323,0.665714020190133,1.60568602023854
1971,BRA,,,,,,,,,0.143288113045949,0.0701110278326409,0.21339914087859,0.397243118339099,0.0866783727871194,1.39264441373664
1971,BRN,,,,,,,,,,,,0.0,2.68505332797632,3.31998435488875
1971,BWA,,,,,,,,,0.0,0.0,2.05075536344866,0.0,0.0,2.10662941293803
1971,CAF,,,,,,,,,0.0,,,0.0,,8.06681115669064
1971,CAN,,,,,,,,,0.694135983649707,0.215051237661645,0.909187221311352,0.942167856866809,0.483633891255014,1.68765051266342
1971,CHI,,,,,,,,,0.0,,,,,
1971,CHL,,,,,,,,,3.4028518549145,0.0382255781646267,3.44107743307913,6.06780412709776,0.0773644632134632,6.60493057257233
1971,CHN,,,,,,,,,0.0760107992459553,0.0589088646586492,0.134919663904604,0.142432078198573,0.0326166388114579,0.773897108383394
1971,CIV,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5.64893582443539
1971,CMR,,,,,,,,,0.0,0.0,3.81265470792223,0.0,0.0,3.44997096942163
1971,COD,,,,,,,,,,,,5.67927166173065,0.0,7.72327726191126
1971,COG,,,,,,,,,0.0708050600571605,1.81011424321387e-05,5.97215915114027,0.122284946364673,0.00309843738837228,5.89798568466017
1971,COL,,,,,,,,,0.00401125626647296,0.654917757163091,0.658929013429564,0.0260991870600675,0.685517417606044,1.23438280998411
1971,CRI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.81416475888186
1971,CSS,,,,,,,,,0.935030894605442,,,7.12417363548327,,8.87029746107114
1971,CUB,,,,,,,,,0.127821255688998,0.00430447831948732,0.23373076971907,0.60870723264445,0.0140045517696139,0.722411837252439
1971,DEU,,,,,,,,,0.0045572432056671,0.152907956228756,0.157465199434423,0.00555268383956011,0.00827984563331017,0.259783001782497
1971,DNK,,,,,,,,,3.73328499958518e-05,0.0,0.0042494929758624,8.42984783815081e-05,0.0,0.055822086722921
1971,DOM,,,,,,,,,0.0444738533045437,0.0,0.0806450995056677,0.72550223338129,0.0,0.782206676901005
1971,DZA,,,,,,,,,0.030216806373327,4.54043202274258,4.57064882911591,0.182914658503287,6.99097752673545,7.73825551275711
1971,EAP,,,,,,,,,0.119768098598781,0.0602868028377818,0.850244945840611,0.266231739410086,0.0562130473281896,1.81224085671977
1971,EAR,,,,,,,,,0.142457747847194,1.23040880403705,1.54955267974516,0.33737471746388,2.02845733718544,3.08154893343287
1971,EAS,,,,,,,,,0.0962277289461949,0.0239149474102572,0.336674923941177,0.263990772856271,0.021283943941592,0.867302950826404
1971,ECA,,,,,,,,,0.0579781976586091,0.0555191076699158,0.113497305328525,0.118608920405928,0.0551276822693913,0.660287783036747
1971,ECS,,,,,,,,,0.00896389854517619,0.0644718694868919,0.0956040339799381,0.0196781544345884,0.00542824183827008,0.23420221350475
1971,ECU,,,,,,,,,0.00357472074919741,0.00244021165853814,0.698257178567613,0.00622240382129976,0.0319320365559042,0.721419590315677
1971,EGY,,,,,,,,,0.00216028964178516,0.951009115559378,1.24104613533368,0.0144310446332453,1.51778650321548,1.8233715235268
1971,EMU,,,,,,,,,0.00713447735329964,0.0700295416700307,0.106988075478302,0.0175296866563795,0.00575360396041715,0.22097000811981
1971,ESP,,,,,,,,,0.024813767555483,0.00184057130942452,0.0266543388649075,0.0461627438658598,0.000751735273751428,0.167307776439676
1971,EUU,,,,,,,,,0.00878475982842587,0.0646021261497373,0.100999657716287,0.0196368534896155,0.00530809345170871,0.244797113554711
1971,FCS,,,,,,,,,,,,0.940871075030477,4.17449876696814,6.46657153078448
1971,FIN,,,,,,,,,0.105982132076263,0.0,0.105982132076263,0.182123235966511,0.0,1.40822782841568
1971,FJI,,,,,,,,,0.0,,,0.0,,0.347529482990979
1971,FRA,,,,,,,,,0.0014414113807037,0.0108215910579254,0.108293282381976,0.0146341210202852,0.0030800470267067,0.153388104001666
1971,FRO,,,,,,,,,0.0,,,,,
1971,GAB,,,,,,,,,0.0,0.975772819282232,10.1461066821005,0.0,1.02902896732231,9.69646663923761
1971,GBR,,,,,,,,,0.00010916622981853,0.0699279411373859,0.0700371073672044,0.000271993552707024,0.000624815047715794,0.116086396820703
1971,GHA,,,,,,,,,0.00624280384382609,0.0,2.27626940022874,0.10724417854736,0.0,2.33550228555879
1971,GMB,,,,,,,,,0.0,,,0.0,,1.88724297527365
1971,GNB,,,,,,,,,0.0,,,0.0,,6.04334904740342
1971,GNQ,,,,,,,,,0.0,,,0.0,,3.11442977033686
1971,GRC,,,,,,,,,,,,0.158685480866657,0.0,0.215820075582649
1971,GRL,,,,,,,,,0.0,,,0.0,,0.0
1971,GTM,,,,,,,,,0.00161737477353456,0.0,0.00161737477353456,0.00262935298183065,0.0,1.02507617172351
1971,GUY,,,,,,,,,0.878562977584645,,,13.4700166935393,,18.4955473915522
1971,HKG,,,,,,,,,0.000590061317606794,0.0,,0.00395835848631962,0.0,0.00713685242305314
1971,HND,,,,,,,,,0.237488020666449,0.0,4.08674422831026,0.467467633475844,0.0,4.18771320214938
1971,HPC,,,,,,,,,,,,2.95979436636524,,5.70473669681482
1971,HTI,,,,,,,,,,,,2.94892660133113,0.0,4.35712721977784
1971,IBD,,,,,,,,,0.203628260432862,0.639422180102079,1.10910987772991,0.447128514865238,1.04290758278561,2.35214041065528
1971,IBT,,,,,,,,,0.238807324233445,0.607896528635259,1.16685008201294,0.560724330623816,0.953183951663451,2.49526509021555
1971,IDA,,,,,,,,,0.61969864014475,,,1.33237044432818,0.261545226075842,3.37977438849451
1971,IDB,,,,,,,,,0.163131441270134,0.353207163145827,1.37339489679206,0.32949026798197,0.38366019476877,2.20722685625279
1971,IDN,,,,,,,,,0.153832616101825,0.186121919047691,0.339954535149516,0.327646186175331,0.393074983334933,3.3768595082994
1971,IDX,,,,,,,,,,,,2.00763834802991,,3.95731606361944
1971,IND,,,,,,,,,0.096230608213219,0.0800489145478908,0.519456293109276,0.237749022075074,0.0872182328096747,0.890063961590438
1971,IRL,,,,,,,,,0.145733688094627,6.23707373041532e-06,0.145739925168357,0.240682152830817,0.0,0.270979457954268
1971,IRN,,,,,,,,,0.0144180232699956,9.62213120832548,9.71369444941248,0.0215121032127779,14.8261594078895,16.4584896353081
1971,IRQ,,,,,,,,,,,,0.0,19.6222511460367,19.7920580765485
1971,ISL,,,,,,,,,0.0,0.0,,0.0,0.0,0.0
1971,ISR,,,,,,,,,0.0606404354769707,0.7791691195255,0.858228290382198,,,
1971,ITA,,,,,,,,,0.00140952526292358,0.0291634564176316,0.0305729816805552,0.00387813958379582,0.0028826200241433,0.0756793477059604
1971,JAM,,,,,,,,,1.06072940663376,0.0,1.06072940663376,7.30999187913916,0.0,7.39233407570047
1971,JOR,,,,,,,,,0.0,0.0,0.0363402374805809,0.0,0.0,0.0371354615047224
1971,JPN,,,,,,,,,0.0208626526587451,0.00461314749410231,0.0254758001528474,0.0378877152096708,0.00202282281838792,0.200392779763956
1971,KEN,,,,,,,,,0.00183947387762122,0.0,2.57182515226865,0.003199114135197,0.0,2.53763851676459
1971,KHM,,,,,,,,,0.0,,,0.0,,2.59016996695292
1971,KIR,,,,,,,,,,,,0.0,,0.0121182259143501
1971,KNA,,,,,,,,,,,,0.0,,0.0
1971,KOR,,,,,,,,,0.0127723942372026,0.00189883617099275,0.0146712304081954,0.0286554369551272,0.0,0.160180472807268
1971,KWT,,,,,,,,,0.0,19.2020925419849,19.2026480792838,0.0,36.7302750498032,37.5826096988273
1971,LAC,,,,,,,,,0.146527027467823,0.118206261109711,0.31139228198795,0.437556543465361,0.216145963645387,1.17743213221672
1971,LCN,,,,,,,,,0.318930535359888,0.536174596114252,0.908214553957389,0.750195643841408,0.674554410632796,1.90080306748497
1971,LDC,,,,,,,,,,,,2.59164131252049,,4.54224015810926
1971,LIE,,,,,,,,,0.0,,,0.0,,0.0
1971,LKA,,,,,,,,,0.0,0.0,0.213603862665556,0.0,0.0,0.311770020850896
1971,LMY,,,,,,,,,0.17049987786766,0.461153695307761,0.964852794193285,0.441124397254539,0.808318062203896,2.25888487732405
1971,LSO,,,,,,,,,0.0,,,0.0,,7.05289833516462
1971,LTE,,,,,,,,,0.279478875746238,0.50085245776279,1.18443444057856,0.604735845339063,0.952617283870146,2.58736879989155
1971,LUX,,,,,,,,,0.0,0.0,0.0760494748038538,0.0,0.0,0.0576026225877284
1971,MAR,,,,,,,,,0.0477918688571344,0.0110418760102215,0.0588337448673559,0.274139950616604,0.00490104377461216,0.756906780709029
1971,MCO,,,,,,,,,,,,0.0,,0.0
1971,MDG,,,,,,,,,0.0,,,0.0,,2.7569246514139
1971,MEA,,,,,,,,,0.0200438171836124,6.27594561964798,6.41084981827929,0.0534817547495767,13.7453302547498,14.4798403434203
1971,MEX,,,,,,,,,0.110536073256193,0.0205482008708003,0.131084274126993,0.228355440707795,0.299015550436243,0.84721224750404
1971,MIC,,,,,,,,,0.172820763073135,0.465242141462134,0.96552397157149,0.385945772382005,0.816268994786496,2.15960411290101
