year,country,"Foreign direct investment, net outflows (BoP, current US$)","Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)","Portfolio equity, net inflows (BoP, current US$)","Personal transfers, receipts (BoP, current US$)","Personal remittances, received (current US$)",Market capitalization of listed domestic companies (current US$),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total","Stocks traded, total value (current US$)","Stocks traded, total value (% of GDP)","Automated teller machines (ATMs) (per 100,000 adults)","Commercial bank branches (per 100,000 adults)","Borrowers from commercial banks (per 1,000 adults)",Domestic credit to private sector by banks (% of GDP),Bank liquid reserves to bank assets ratio (%),Total reserves in months of imports,Monetary Sector credit to private sector (% GDP),Broad money (% of GDP),"Inflation, consumer prices (annual %)","Claims on central government, etc. (% GDP)","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Net migration
1971,MLT,0.0,3193259.478,11544861.4936237,0.0,13509944.301049,18177015.3,,,,,,,,,,,12.3925732590929,,,2.32381215838809,,,,,,,,,,,-1327.0
1971,MMR,,,50000.0,,,,,,,,,,,,4.67184047768822,,,4.67184047768822,25.1039565947311,2.08791208791186,29.2900253082299,,,,,,,,,,6306.0
1971,MNA,1000000.0,,184730000.0,,,238000000.0,,,,,,,,,16.4925889155019,,,16.8654952779379,32.609343470689,3.87562123955683,12.5524838495215,,,,,,,,,,-109591.0
1971,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1856.0
1971,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238.0
1971,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.0
1971,MOZ,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11297.0
1971,MRT,,,4040000.0,,,,,,,,,,,,8.30136404024523,,,8.62933243820829,6.75991256981887,,-1.20488062268067,,,,,,,,,,-1014.0
1971,MUS,,,1300000.0,,,,,,,,,,,,23.7942534136085,,,23.7942534136085,41.0200748976833,0.316344463692539,4.26295582181651,,,,,,,,,,-960.0
1971,MWI,,,9599999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-710.0
1971,MYS,,,100000000.0,,,,,,,,,,,,22.5627170976457,,,22.5627170976457,42.7093786182941,1.61303596395808,3.44114241605558,,,,,,,,,,-20535.0
1971,NAC,6078011558.95285,700000000.0,3043318428.36666,716266759.92946,,,,,,,,,,,49.516899444442,,2.77753800960914,49.557154819277,67.0528606828956,3.49884236045868,15.1465912318744,,,,,,,,,,1043502.0
1971,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-208.0
1971,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.0
1971,NER,,,-5299999.9,,,,,,,,,,,,4.89632428139882,,,5.09896330363188,6.35406856536997,4.19161676648677,-1.21688136348742,,,,,,,,,,-2277.0
1971,NGA,,,286000000.0,,,,,,,,,,,,4.79885112863119,,,5.39063554176225,10.0420224762419,15.9991148482235,5.12944079264414,,,,,,,,,,-35639.0
1971,NIC,,,13300000.0,,,,,,,,,,,,23.5655033698485,,,23.5655033698485,16.4051160972939,,2.16902872967802,,,,,,,,,,-6328.0
1971,NLD,1319118576.75443,243088134.8,752897735.480259,149889045.214791,,203130355.8,,,,,,,,,,,2.69442296359347,,,7.47767867671161,,,,,,,,,,,32756.0
1971,NOR,32000000.0,,94000000.0,,,,,,,,,,,,32.7900716250231,,,33.6744511501793,51.4388174582349,6.22386323501293,12.7506146923623,,,,,,,,,,3031.0
1971,NPL,,,,,,,,,,,,,,,3.71559616399212,,,3.83978501500179,12.2812704282269,-1.99950384520828,-0.735484381942968,,,,,,,,,,-7284.0
1971,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971,NZL,12000000.0,,110000000.0,,,,,,,,,,,,10.5886214442013,,,12.654121079504,19.818526622903,10.3875683188138,1.63564140977783,,,,,,,,,,7547.0
1971,OED,12397757623.2341,3470876077.33,10961571598.6694,2254661701.47204,,2154648225.33,,,,,,,,,52.9671939911418,,,53.2103977277169,67.3734105631802,6.39534883720926,15.1879731860076,,,,,,,,,,1488041.0
1971,OMN,,,-270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2996.0
1971,OSS,0.0,3193259.478,46504861.4936237,0.0,,18177015.3,,,,,,,,,25.0562272077545,,,,,,,,,,,,,,,,6019.0
1971,PAK,,,1000000.0,,,,,,,,,,,,24.673072000945,,,25.1123230493591,46.4844165304877,4.73069148232272,25.7072946064409,,,,,,,,,,-68357.0
1971,PAN,,,,,,,,,,,,,,,28.9713903091323,,,33.4073268547661,19.8304737291501,1.91964285715142,0.452780505397537,,,,,,,,,,-2454.0
1971,PER,,,-3220000.0,,,,,,,,,,,,9.41376385370054,,,9.41376385370054,19.3574415667154,6.79063936495415,6.04725227688048,,,,,,,,,,-20209.0
1971,PHL,,,21590000.0,,,,,,,,,,,,17.6736582748829,,,17.6736582748829,21.0371874460505,21.4033435366143,3.84708511835039,,,,,,,,,,-315363.0
1971,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0
1971,PNG,,,47490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18945.0
1971,POL,,,,,,,,,,,,,,,,,,,,1.09999999900012,,,,,,,,,,,-31767.0
1971,PRE,,,382429999.6,0.0,,7260000.229,,,,,,,,,8.34528821521942,,,8.53949100029667,14.7623438110692,,3.55604671051973,,,,,,,,,,-176283.0
1971,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4917.0
1971,PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971,PRT,,,56000000.0,,,,,,,,,,,,,,,,,11.9468983654056,,,,,,,,,,,48944.0
1971,PRY,,,7099999.9,,,,,,,,,,,,20.4690933409764,,,22.6748351963313,18.2026846278781,4.95325693640987,2.43324257189261,,,,,,,,,,-10446.0
1971,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17235.0
1971,PSS,0.0,42016.4354,6350000.0,0.0,,793769.9556,,,,,,,,,12.8554100418612,,,12.8554100418612,31.7095116067052,,2.02259523510372,,,,,,,,,,-10822.0
1971,PST,12391609496.7076,3450385049.2282,10664217885.202,2254661701.47204,,2015367565.17,,,,,,,,,54.1893261267978,,,54.4547616179645,69.1149528704894,6.13810741687984,15.3287804895062,,,,,,,,,,1933715.0
1971,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0
1971,QAT,,,27340000.0,,,,,,,,,,,,14.2546718817905,,,14.2546718817905,25.1461321164711,,-3.51205997392438,,,,,,,,,,10644.0
1971,ROU,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,74473.0
1971,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134968.0
1971,RWA,,,1700000.0,,,,,,,,,,,,2.86279807220509,,,2.9073324859619,13.1412507987629,0.488580074222891,7.17633841073034,,,,,,,,,,-4230.0
1971,SAS,,,49409999.9,,,,,,,,,,,,13.9925512940368,,,14.0515481292316,26.3203471382303,2.87265944633264,14.5963738893471,,,,,,,,,,-857627.0
1971,SAU,0.0,207273315.4,-111437265.378197,0.0,,,,,,,,,,,5.63420913856748,,10.96346428002,5.63420913856748,11.1232434779911,4.47499999975001,-11.0965660576356,,,,,,,,,,43989.0
1971,SDN,,,,,,,,,,,,,,,8.76380522088354,,,8.76380522088354,17.570281124498,1.30366900859353,10.5384036144578,,,,,,,,,,-3577.0
1971,SEN,,,9800000.0,,,,,,,,,,,,10.4618778312856,,,10.7950724684789,10.3146649037055,3.87820263197536,0.0130132974656433,,,,,,,,,,15131.0
1971,SGP,,,116000000.0,,,,,,,,,,,,44.8779924674238,,,44.8779924674238,60.6790862783013,1.76100628930823,-29.1490497698379,,,,,,,,,,573.0
1971,SLB,,,-170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1646.0
1971,SLE,,,5200000.0,,,,,,,,,,,,5.62247383111351,,,5.62247383111351,13.7807981044231,,3.52552058083597,,,,,,,,,,-8162.0
1971,SLV,,,7000000.0,,,,,,,,,,,,21.5870232440578,,,23.7756719482686,22.1964050943673,0.445808667692475,3.08333052428328,,,,,,,,,,-16389.0
1971,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0
1971,SOM,,,1700000.0,,,,,,,,,,,,10.2595473598057,,,10.2595473598057,15.8119346784414,,1.12535281705603,,,,,,,,,,-1850.0
1971,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.0
1971,SSA,29361718.1918,283822326.7,713360932.0561,0.0,,22638212.209,,,,,,,,,20.4327111972421,,,20.6350300450851,26.8930762024962,,6.33492339122065,,,,,,,,,,-178070.0
1971,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0
1971,SSF,29361718.1918,283822326.7,715170932.0561,0.0,,22638212.209,,,,,,,,,20.4311462518435,,,20.6333852226455,26.8966921136458,,6.33384831265876,,,,,,,,,,-177968.0
1971,SST,860813.473445034,3589728.4936,117271033.132122,0.0,,23578669.1856,,,,,,,,,26.4218506131882,,,26.7515922568384,35.5495386442255,,4.51801107293133,,,,,,,,,,-25950.0
1971,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-430.0
1971,SUR,,,-6799999.9,,,,,,,,,,,,17.5199335548173,,,17.5249169435216,26.5980066445183,0.215551652643419,0.131229235880399,,,,,,,,,,3552.0
1971,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3495.0
1971,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286.0
1971,SWE,175578742.981735,27312248.23,84100267.0133291,-9754374.61009638,,11705249.79,,,,,,,,,36.8511158611322,,1.59336242712728,36.9211482097791,51.2035171918747,7.39554113837636,8.85321690679412,,,,,,,,,,2334.0
1971,SWZ,,,,,,,,,,,,,,,24.7899590163934,,,,,2.32166117555597,,,,,,,,,,,-3325.0
1971,SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0
1971,SYC,,,1810000.0,,,,,,,,,,,,15.7676348547718,,,15.7676348547718,37.5933609958506,14.5992928698164,3.15352697095436,,,,,,,,,,102.0
1971,SYR,,,,,,,,,,,,,,,7.11593660302009,,,7.11593660302009,33.4731062024211,5.6094182825485,27.066017721203,,,,,,,,,,-15167.0
1971,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
1971,TCD,,,300000.0,,,,,,,,,,,,6.46780144530064,,,6.80935462075174,7.07854483530218,,0.893165924443516,,,,,,,,,,-9153.0
1971,TEA,0.0,42016.4354,514955384.5,0.0,,793769.9556,,,,,,,,,,,,,,,,,,,,,,,,,-415881.0
1971,TEC,0.0,,45000000.0,0.0,,,,,,,,,,,18.8824742268041,,,16.4672164947922,23.5406185566495,,5.19865402057439,,,,,,,,,,-55476.0
1971,TGO,,,4599999.9,,,,,,,,,,,,7.98581681031923,,,8.46776597048347,12.6653008347072,6.4920611363942,-3.27492082949594,,,,,,,,,,482.0
1971,THA,,,38865384.6,,,,,,,,,,,,20.5367267909494,,,20.566713753042,35.8709255675654,0.484652665370717,14.6413363277662,,,,,,,,,,43400.0
1971,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4293.0
1971,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.0
1971,TLA,3869753.47341451,98793192.8352,1718934311.43869,0.0,,59073442.94,,,,,,,,,23.0583914447261,,,26.0967872280698,22.8164011985392,4.95325693640987,5.73583669255443,,,,,,,,,,-480545.0
1971,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1971,TMN,1000000.0,,184730000.0,,,238000000.0,,,,,,,,,16.4925889155019,,,16.8654952779379,32.609343470689,3.87562123955683,12.5524838495215,,,,,,,,,,-92356.0
1971,TON,0.0,42016.4354,0.0,0.0,683200.109394002,793769.9556,,,,,,,,,,,,,,,,,,,,,,,,,-1138.0
1971,TSA,,,49409999.9,,,,,,,,,,,,13.9925512940368,,,14.0515481292316,26.3203471382303,2.87265944633264,14.5963738893471,,,,,,,,,,-857627.0
1971,TSS,29361718.1918,283822326.7,715170932.0561,0.0,,22638212.209,,,,,,,,,20.4311462518435,,,20.6333852226455,26.8966921136458,,6.33384831265876,,,,,,,,,,-177968.0
1971,TTO,,,103300000.0,,,,,,,,,,,,20.4121953465728,,,20.4121953465728,34.2123074978934,3.53102076328998,5.06267616809677,,,,,,,,,,-7499.0
1971,TUN,,,23000000.0,,,,,,,,,,,,32.3170676350431,,,32.4130730821607,34.489786654562,,8.68679073990014,,,,,,,,,,-9949.0
1971,TUR,,,45000000.0,,,,,,,,,,,,18.8824742268041,,,16.4672164947922,23.5406185566495,19.0114086837676,5.19865402057439,,,,,,,,,,-94891.0
1971,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0
1971,TZA,,,5150000.0,,,,,,,,,,,,2.3891108121654,,,2.3891108121654,12.0437618429636,4.77500000002375,1.86686569033593,,,,,,,,,,41900.0
1971,UGA,,,-1200000.0,,,,,,,,,,,,8.63380420823867,,,8.63380420823867,16.2995159537686,,9.26306430899931,,,,,,,,,,-42642.0
1971,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74604.0
1971,URY,,,-830000.0,,,,,,,,,,,,8.84659580580293,,,17.7296753806377,25.2411663315139,23.9530889061731,7.13386957770756,,,,,,,,,,-13288.0
1971,USA,5620000000.0,700000000.0,770000000.0,840000000.0,,,,,,,,,,,50.7431858179165,,2.69819403756047,50.7431858179165,68.6713310726703,4.29276668813051,15.5399407649054,,,,,,,,,,833549.0
1971,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24030.0
1971,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2183.0
1971,VEN,0.0,80000000.0,211000000.0,0.0,,,,,,,,,,,16.7709700565268,,5.81869285973638,16.7928457674874,23.9862795540855,,-1.16221277191509,,,,,,,,,,215.0
1971,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111.0
1971,VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.0
1971,VNM,,,1820000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76961.0
1971,VUT,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0
1971,WSM,,,10000.0,,,,,,,,,,,,5.14557819086544,,,5.14557819086544,8.94264217778677,4.76644423260296,-3.24468026583279,,,,,,,,,,-2463.0
1971,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1638.0
1971,YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21386.0
1971,ZAF,29361718.1918,283822326.7,260060932.5561,0.0,,15378211.98,,,,,,,,,42.4432632584806,,1.55109519622832,42.530458671763,50.0871954132824,5.95742085213486,11.189082656474,,,,,,,,,,32961.0
1971,ZMB,,,8419999.9,,,,,,,,,,,,12.7241934118046,,,12.8927089508002,26.972647980354,,0.801725288255568,,,,,,,,,,-31651.0
1971,ZWE,,,21840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22719.0
1972,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-548.0
1972,AFE,19513337.3661,279514373.8,218888245.6811,0.0,,30732321.74,,,,,,,,,25.0246260276005,,,25.0679472188843,34.26924107996,,8.47912068550576,,,,,,,,,,-120416.0
1972,AFG,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4050.0
1972,AFW,,,476659999.0,,,,,,,,,,,,9.48324408513679,,,9.89791504117565,13.548280301615,,3.58268266116789,,,,,,,,,,-56095.0
1972,AGO,,,2160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,47611.0
1972,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1588.0
1972,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.0
1972,ARB,6679998.14593788,267808471.7,267977643.702819,0.0,,247719978.33,,,,,,,,,14.7238731545152,,,15.0815331624268,31.3712310445229,,3.76594504148996,,,,,,,,,,-58693.0
1972,ARE,,,10510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41888.0
1972,ARG,1672999.9,,71719999.9,,,,,,,,,,,,16.5548611815692,,,16.5548611815692,22.6729620530187,,5.75821258489363,,,,,,,,,,36050.0
1972,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15836.0
1972,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-381.0
1972,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1428.0
1972,AUS,128771023.6,122832298.3,1054014675.1,716766523.887584,,228958923.3,,,,,,,,,24.2217383496453,,,24.6688964712221,45.8476250336715,6.02409638554213,12.0196585094896,,,,,,,,,,54895.0
1972,AUT,38369999.9,98605583.19,145400000.0,5762090.13938423,,36248191.83,,,,,,,,,,,,,,6.35514612686787,,,,,,,,,,,36703.0
1972,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3847.0
1972,BDI,,,410000.0,,,,,,,,,,,,4.46345054965409,,,5.05339099993517,12.3998629337729,3.82855766917334,3.63688563305148,,,,,,,,,,-118457.0
1972,BEL,177000000.0,,386000000.0,,,,,,,,,,,,,,,,,5.44843128438085,,,,,,,,,,,8384.0
1972,BEN,,,4799999.9,,,,,,,,,,,,10.0710763481558,,,10.0710763481558,13.4380939040155,,-0.491224847322434,,,,,,,,,,-4970.0
1972,BFA,,,-700000.0,,,,,,,,,,,,4.89706439224238,,,5.01638790495071,7.26433316160531,-2.92335655867958,-3.53101590192634,,,,,,,,,,-33679.0
1972,BGD,,,90000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-269033.0
1972,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11296.0
1972,BHR,,,,,,,,,,,,,,,22.6790583590081,,,22.6790583590081,37.5172458496886,5.08819538648815,-9.02444022865118,,,,,,,,,,6190.0
1972,BHS,,,90430000.0,,,,,,,,,,,,40.9037062108648,,,40.9037062108648,34.6082247419191,6.83081131902369,3.99390759857844,,,,,,,,,,296.0
1972,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14807.0
1972,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7966.0
1972,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2029.0
1972,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-341.0
1972,BOL,,,16204999.9,,,,,,,,,,,,10.1315789473684,,,10.1315789473684,17.0113636363636,6.5115440115437,10.63995215311,,,,,,,,,,-5224.0
1972,BRA,19000000.0,,459899999.9,,,,,,,,,,,,31.7386309018508,,,41.8372861888033,18.7546455329118,,3.46239609838373,,,,,,,,,,-23584.0
1972,BRB,1769652.90999449,416388.8991,19139837.1938904,0.0,,5100764.275,,,,,,,,,53.0141527891506,,1.88194751646758,53.0141527891506,58.4960241625889,11.8766562275328,-5.81794345230744,,,,,,,,,,-3665.0
1972,BRN,,,-3779999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.0
1972,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0
1972,BWA,,,,,,,,,,,,,,,9.14083398898505,,,9.14083398898505,,,,,,,,,,,,,5937.0
1972,CAF,,,1500000.0,,,,,,,,,,,,15.4720865228985,,,15.4720865228985,17.1155973282482,,5.35949907279115,,,,,,,,,,-9634.0
1972,CAN,80176367.3405088,,2110873961.07408,-24108427.0329558,,,,,,,,,,,38.3803595125349,,2.89726975252592,38.9020930811149,49.3492290772196,4.98802873104551,9.79719486118433,,,,,,,,,,89880.0
1972,CEB,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49682.0
1972,CHE,,,,,,,,,,,,,,,82.7760148420645,,,82.7760148420645,95.8168507511897,6.66000704160239,10.2210420620646,,,,,,,,,,19991.0
1972,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0
1972,CHL,,,-1100000.0,,,,,,,,,,,,9.04447366435837,,,9.24726455369376,30.0536097995047,77.7957404755204,31.6759369141878,,,,,,,,,,-32584.0
1972,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215650.0
1972,CIV,,,18699999.9,,,,,,,,,,,,27.6249735017697,,,28.5153403861464,26.3527143151784,0.310313698883898,-2.19051708180389,,,,,,,,,,77213.0
1972,CMR,,,3299999.9,,,,,,,,,,,,15.2735347893601,,,15.2735347893601,15.3683667837688,8.09291869579621,-0.123675563025898,,,,,,,,,,-473.0
1972,COD,,,10470000.0,0.0,,,,,,,,,,,2.77394647550345,,,2.77394647550345,8.81174736183946,15.8042153907951,5.11883149718567,,,,,,,,,,2840.0
1972,COG,,,66299999.9,,,,,,,,,,,,15.5149758454106,,,15.5149758454106,15.6405797101449,,3.55458937198068,,,,,,,,,,0.0
1972,COL,1085710.0,15199939.73,18457070.0,0.0,8685680.0,22799909.59,,,,,,,,,19.9262712668896,,2.77986684056729,21.7531405908846,20.906684105604,12.4444589907729,4.44165515204574,,,,,,,,,,-77708.0
1972,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.0
1972,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6316.0
1972,CRI,,,25846010.0,,,,,,,,,,,,28.8006037147934,,,28.8006037147934,26.3650527033277,4.60112569280858,3.25105284938777,,,,,,,,,,1366.0
1972,CSS,1769652.90999449,416388.8991,115079837.09389,0.0,,5100764.275,,,,,,,,,32.806955979594,,,32.8447602989815,37.8800850783576,,3.45699714675521,,,,,,,,,,-35556.0
1972,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50031.0
1972,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1553.0
1972,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
1972,CYP,,,36399999.9,,,,,,,,,,,,,,,,,4.83230361865648,,,,,,,,,,,-1037.0
1972,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2755.0
1972,DEU,1804553188.05121,2722813721.0,1897270695.56092,935099060.541713,,245852554.3,,,,,,,,,,,6.18732746002462,,,5.4849331221432,,,,,,,,,,,336015.0
1972,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6690.0
1972,DMA,,,,,,,,,,,,,,,,,,,,3.68799557454748,,,,,,,,,,,-971.0
1972,DNK,148000000.0,,164000000.0,,,,,,,,,,,,27.1722301269974,,,46.7817520603935,41.5790994174206,6.56236090256536,-2.10794462960316,,,,,,,,,,7053.0
1972,DOM,0.0,,43500000.0,0.0,24000000.0,24000000.0,,,,,,,,,21.0878534769045,,1.49068700933865,21.0878534769045,23.1734930059374,8.64073155607574,11.4123981080809,,,,,,,,,,-14262.0
1972,DZA,2000000.0,,41490000.0,,,227000000.0,,,,,,,,,46.5722282586177,,,47.7299373321854,59.8281620667895,3.65630712983236,8.01820728730168,,,,,,,,,,-32832.0
1972,EAP,0.0,48828.0915,533905576.7,0.0,,607909.739,,,,,,,,,,,,,,,,,,,,,,,,,-471824.0
1972,EAR,26866335.4120379,646651661.6415,1117654873.42303,0.0,,501780126.149,,,,,,,,,20.8599102409082,,,20.829867151605,28.7092998232268,6.07499999951511,9.10192080016585,,,,,,,,,,-1055721.0
1972,EAS,879627690.173873,175469924.9115,2650359015.62394,742366523.896686,,337134833.839,,,,,,,,,95.9248724856598,,,96.0479497985328,100.95966395096,,8.70946153716178,,,,,,,,,,-357865.0
1972,ECA,,,43000000.0,,,,,,,,,,,,20.3296437218955,,,18.1639571082238,24.8855067449844,,4.31600968523559,,,,,,,,,,-6933.0
1972,ECS,6971578046.5739,3288680658.65,6617541587.46046,1558981379.25957,,2109157583.39,,,,,,,,,,,,,,,,,,,,,,,,,568530.0
1972,ECU,,,80799999.9,,,,,,,,,,,,10.4206050633388,,,11.7469209850866,14.6943594834558,7.52511790034726,3.42739428362429,,,,,,,,,,-1078.0
1972,EGY,,,30000.0,,,,,,,,,,,,11.8206332879264,,,11.8317533568708,34.8975563648495,2.10236334610113,34.0362507940308,,,,,,,,,,-55282.0
1972,EMU,4541551289.59299,3261377172.776,5017927465.82469,1154875255.63847,,2114379734.2,,,,,,,,,,,,,,5.90625351724097,,,,,,,,,,,630467.0
1972,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0
1972,ESP,37000000.0,,268000000.0,,,,,,,,,,,,,,,,,8.27228754941943,,,,,,,,,,,7935.0
1972,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.0
1972,ETH,,,,,,,,,,,,,,,5.48540128753925,,,5.48540128753925,9.33603862213973,-6.08151197179128,1.48630624128627,,,,,,,,,,-3375.0
1972,EUU,4954122848.206,3292873787.236,5247233595.42948,1123378641.51788,,2126978380.36,,,,,,,,,,,,,,6.00738969862495,,,,,,,,,,,656858.0
1972,FCS,2000000.0,93279988.05,265599984.53911,0.0,,22579916.0,,,,,,,,,9.55288469312759,,,9.72983601136139,19.1104062173213,,1.9215369244429,,,,,,,,,,-224306.0
1972,FIN,61000000.0,,37000000.0,,,,,,,,,,,,,,,,,6.66249783515328,,,,,,,,,,,12613.0
1972,FJI,,,8500000.0,,,,,,,,,,,,15.460773057788,,,15.460773057788,36.34404898584,21.9785040579069,3.32567929582855,,,,,,,,,,-4848.0
1972,FRA,555241189.4,,656666980.5,,,,,,,,,,,,,,,,,6.06300309718187,,,,,,,,,,,101223.0
1972,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0
1972,FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-484.0
1972,GAB,,,17399999.9,,,,,,,,,,,,22.8359447004608,,,22.8359447004608,18.5124423963134,3.4870916434787,-1.81013824884793,,,,,,,,,,639.0
1972,GBR,2017455198.3679,,1207963191.18523,435602737.741699,,,,,,,,,,,28.5508566726423,,1.80484331299219,28.5508566726423,38.1858524113204,7.07109839479797,37.5936756105446,,,,,,,,,,-1406.0
1972,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11097.0
1972,GHA,,,11500000.0,,,,,,,,,,,,10.0603907637655,,,10.0603907637655,23.7179396092362,10.0671140939595,12.3369947441866,,,,,,,,,,-4589.0
1972,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0
1972,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15782.0
1972,GMB,,,1700000.0,,,,,,,,,,,,10.5574324324324,,,13.0658783783784,22.8378378378378,8.69811990079435,-6.23310810772128,,,,,,,,,,2861.0
1972,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1985.0
1972,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13576.0
1972,GRC,,,55000000.0,,,,,,,,,,,,,,,,,4.33120123203348,,,,,,,,,,,-3589.0
1972,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2562.0
1972,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
